"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"PC21"	"PC22"	"PC23"	"PC24"	"PC25"	"PC26"	"PC27"	"PC28"	"PC29"	"PC30"	"PC31"	"PC32"	"PC33"	"PC34"	"PC35"	"PC36"	"PC37"	"PC38"	"PC39"	"PC40"	"PC41"	"PC42"	"PC43"	"PC44"	"PC45"	"PC46"	"PC47"	"PC48"	"PC49"	"PC50"	"PC51"	"PC52"	"PC53"	"PC54"	"PC55"	"PC56"	"PC57"	"PC58"	"PC59"	"PC60"
"01D_A427_3"	-0.612786121443873	-0.636869219109518	0.858473870296835	-2.6523108410126	-2.15063917869293	0.0607033056132446	-0.471440168207804	0.639026419848138	-0.522703227016319	0.779001509853086	-0.852421058343292	0.295501278430169	-2.16796457524354	0.172382119210988	0.294478501015306	-0.711547268045412	0.347432283518441	-0.710721547392215	-0.978885424808515	0.68171427584694	0.129314991077806	-0.466341598586067	-0.128067259579525	-0.291809990667672	-0.158433347614028	0.988108467197367	0.673384684802688	-0.12250834845613	-0.395154972910124	-0.534930155224111	-0.493309433175153	-0.255521116487911	1.49768584379199	0.71271807230796	0.0489650843475363	-1.16545133666764	-0.0786279974713953	-0.493787625727478	0.913381243267731	0.95076174737358	0.392912455875465	0.403184517747869	-0.576920438889603	-0.514678920216917	-0.370452061451854	-0.170661541071819	0.688978729744148	0.274197083642825	0.606453830005168	0.345733169954963	-0.0956029509962073	-0.335774846351618	-0.185456510580488	-0.773901939813184	0.194058693914448	0.325498316976215	-0.638951542967249	0.241005053679466	-0.165064152194405	-8.29197821516914e-16
"02D_A549_3"	1.86544608635176	0.526443939756221	2.52140917504877	1.29994793430214	-0.626535877991471	-0.873120247721548	-0.191247055079281	-0.681664929826363	-1.44567990887698	0.0895833162798333	-0.0703706934044367	0.383781028724491	-0.86790822627744	0.243012109830307	-0.00152658296310487	-0.23612898522652	0.0634833759256173	-0.75891919872917	0.0890478476956782	0.459437328788237	0.7996902466586	-1.03828207407389	1.79418074175371	-0.336875882008066	0.437571867923692	0.963849384912608	-0.344334788203564	-0.487406520858912	-0.0372942726843135	0.329036735219352	-0.0304107301756289	0.156628532716159	-0.637743090045736	-1.00528096285144	-1.0055811402809	-0.0601779020282255	0.0598513201447455	0.261437964619603	-0.100172873181017	0.236817519637238	-0.0496252022171273	-0.0456500293079597	-0.5861568614486	-0.029766647286993	-0.378519593445167	0.237652682268792	0.484962038996898	0.515338844518119	-0.393371563025701	-0.298587958709952	0.66885728141748	0.386103634233211	0.963145065254899	0.433078856697893	-0.119924486701796	1.05586210794463	0.641366088770201	-0.754791146512922	-0.494245929287249	-1.51267887105178e-15
"03D_BEAS-2B_3"	-3.88667999833149	-2.71898113805819	-0.0422165006352817	-0.187537437195961	1.47882035779626	-0.875258572954253	0.103113213905608	0.485620925387758	0.566862288477018	0.563408821739733	-0.223198492105258	0.677613289810426	-0.362262722803844	1.19436089160473	-0.76179993887991	1.13938937219949	0.678844005492184	0.965728970303066	0.620806216742678	0.750554107456974	0.123812668006946	-1.37181075659365	0.879347552751074	-1.28956735102837	0.0271143159560262	-0.24071868592722	-0.390593768373601	0.226998940554032	0.607933524734204	-0.617467162282019	-0.64956953142631	0.993394776751473	-0.981879005627182	0.0378905077420315	0.744610601331248	-0.0183223488261483	-0.631622044154569	0.22930052907862	-0.909615207780852	-0.127403375426331	0.310201679641158	-0.539289800103408	0.668389056852768	-1.12159499059532	-0.095348155968835	-0.539489580992403	0.670460356169981	0.556575405091397	0.284635012134651	-0.0415671011409833	0.376380975058165	-0.417114495704993	-0.879804625446077	-0.409136733738621	0.414157360929195	-0.118996439527863	0.15202287980857	-0.251958604498996	0.290039669335604	-1.47104550762833e-15
"04D_Calu1_2"	-2.60259571883816	-2.56168486277034	1.15916716231041	1.06455024534025	-0.512729698779561	-1.00347010064684	1.5733580550311	0.918129708101568	-1.6570057551897	-0.611378447597851	0.719889689591285	0.27990530118211	-0.280341241092591	-0.537462316108064	-0.166554943260643	1.18346457807796	-0.255883340428126	0.345300565636277	0.369265421958118	0.803547944374089	-0.852555736137841	0.411218648682124	1.87228676544071	0.144393218488283	-1.32464970116918	0.695852495304438	0.237788281868603	0.310817992505224	-0.941860199224721	-1.15078212730011	0.718413834899867	-0.602766528077182	-0.222760633914988	1.17620437539473	0.744834506158592	1.31231472770125	0.21411053317763	-0.625036382785449	-0.402266475910665	0.0811148231806931	-0.523551335822028	0.415823180243561	-0.646901733528061	0.297741485502649	-0.305438654570093	0.14883174906728	-0.510179144548484	-0.404297524011188	-0.223203141472842	-0.0304895623314207	0.0253557622680938	-0.723763181127124	0.328773328233287	0.08697625807345	-0.222364774985927	-0.111751063824358	-0.331280299840681	0.0396531012486005	0.184545662721902	-1.99840144432528e-15
"05D_Calu3_3"	4.08606050751303	1.01763692188261	-0.885786728124232	1.14283804671561	-2.34230836831828	-1.96455409169628	0.327844428078206	2.07290942763259	-2.27959846223231	-0.899889570584959	0.147946379459929	-2.19424781043065	-0.412812734690726	-0.847925743907251	-0.96703323394529	0.0740624046130048	0.737314282643719	-0.203181467400404	-1.06628984847227	-0.815158419574197	0.565635009909714	-0.801515836300386	-0.432140257304534	-0.557780423638027	-0.858518622606307	-1.06138295543798	-0.107542048970986	1.51605403407745	0.0924071763040424	-0.317821985790144	-0.0318770672645299	0.730195715489406	-0.20389443623132	-0.302765963599871	-0.133033121464335	0.526837717135401	-0.321473703684989	0.29981409529144	0.892099357318574	-0.365008756272265	0.466332752127443	-0.0689386009265677	0.0277598843387019	-0.0178743002520087	0.253178001440248	0.262198091713927	-0.253230335028587	0.454899279147918	-0.0280760208148721	0.629098129181454	0.0559869395297623	0.289053756723063	-0.281912600706851	-0.327820705340551	-0.234256871221415	-0.590628636316126	0.317369733416901	-0.170679638883783	-0.212094772142411	-1.38777878078145e-17
"06D_Calu6_3"	2.42596106525379	-2.47187994840762	0.272763847922244	0.65060936264331	-0.920858460622377	1.01745696749474	-1.92000575383431	-0.340119405170995	-0.785803079021428	0.255951546311958	-2.38608329699751	-0.733689769844004	0.902804456056743	-1.13785137286365	1.48800807190319	-0.0481258667205943	0.341795233235159	-0.231751715708977	0.641737764529045	-0.715680908842935	-1.30217561923668	-0.346566367916873	-0.335185024113686	-1.07399961468819	0.0165055859361575	-0.407387623638108	-0.34852195373303	-1.62583451435577	0.149621027435663	-1.00238057127732	0.104873015031861	-0.110418114106469	-0.558760171523137	1.09749431883247	0.0356523267837111	0.17455944243403	0.344061558674537	0.102411745171935	0.444773538428669	0.440787328072975	-0.638799903314341	0.133667361961488	0.273436133270408	0.283896597770779	0.48846742441991	-0.907025786108818	0.718019822487697	0.371783205421844	-0.534589762608371	0.333552821514725	-0.52463861951987	0.272810194371775	-0.0495597213232989	0.231984474242158	-0.442354298728245	-0.0208556639979117	0.52459575940921	-0.0604556861131083	0.224309846861167	-1.51354623278976e-15
"07D_HCC2935_3"	-2.20968035104415	1.60011532266327	-3.09192744068361	0.420993783635082	1.00026506438094	-1.11181604411241	-0.296694674162712	-0.659187165783971	-2.00000397295872	-0.182018808336362	-0.309126418164817	0.599612261486869	0.344727151411466	1.26176139666764	-0.0230303249620139	-0.347700149851056	1.1038174034726	0.267450256984939	1.13517418749174	-1.70557168959867	0.831654068139649	0.0751525067365967	0.58121424147885	0.63070844829835	0.313916677941207	-1.06776963164876	0.173522334292211	-0.0674405378147087	-0.750813900546108	0.150436006349009	-0.0528027540254397	-0.216731893832561	0.885013190454118	0.18847482384354	0.539608087359184	-0.292851910681749	1.63453196868322	-0.167115189408894	0.2968475402542	0.0788020794988842	-0.209610121157496	-0.0827514177981308	-0.0386544631286723	0.463603980882467	0.0522621478958269	-0.92649674626114	-0.432814446889541	0.263560628781621	-0.165421839262824	0.0794871122497138	0.639790369525641	-0.520209089321404	-0.148746336631669	-0.155417373365181	0.998421287151945	0.457279571115603	0.229225314471439	0.0715895666350684	-0.127286387189348	-8.60422844084496e-16
"08D_HCC4006_3"	-4.951403166642	1.36882502878905	-0.865535147550282	1.14673559830353	0.13122081407986	-0.435511725148531	-1.08565723215701	0.0643483710798826	-1.16021291084402	0.649148780619755	0.725796097246266	-0.479178608777402	0.786124558760989	-0.881928359204466	-0.419459480754793	0.0226985228873774	0.422603108794239	0.00984316010294595	-0.659921698658498	-0.593340980317031	-0.0895190332627004	-0.359215073731764	0.879752913768009	-1.21652816157114	1.13134457098313	-0.264285813799578	1.09102560140043	-0.222054904992416	0.282625020089087	0.864838187772488	1.0779273581281	-1.36850659131085	-0.140850508508394	0.252537960972032	0.838318242046551	-0.359357992972098	-1.06391578456912	1.1399722507835	0.275316133240379	0.119493984785926	-0.274992448252244	-0.462701829049542	-0.242855336432268	-0.0431527950420132	0.0883990806475825	0.133128269638547	0.711950697076522	-0.643447587102506	0.0700736735542106	-0.717166151839605	-0.0719404902923147	0.534211319604596	0.406955898055838	-0.0494316687480675	0.537528736524378	-0.485895954035814	-0.827411410428208	-0.077535724966544	0.098645825613508	0
"09D_HCC827_3"	0.44144015492736	-1.05687920167626	-1.37704813157869	0.880176173291133	-0.356255063065348	1.32093456264624	0.699866593162143	0.138093586295597	1.09968960172545	0.346752382976118	0.694012573174701	-0.362113594047289	0.40591339341308	-0.10239395311808	-0.0295048276937083	0.12089068977773	0.432706522387508	-0.00586271976041086	-1.17208072806482	-0.0731536151963234	-0.431765920025599	-0.0196170460058004	0.638463729949745	-0.445472437259472	0.663603137168277	0.268025999907268	-0.0353591020551987	0.498880898666219	-0.555854171358614	-0.0492522295174944	0.126461171435249	0.252137344022695	0.482501834116158	0.911931115794906	-0.661944431435678	0.458811908612005	-0.210714712376371	0.323556925111281	0.73876045175573	-0.343061211168045	1.65755987640151	0.179545000068672	0.238825893643927	-0.176803355502294	0.609813935351034	-1.06090858982135	-0.717898127037371	-0.196028313451177	0.49509526581723	-0.575191166392582	0.79389462812911	0.354072992096693	-0.020554156293973	0.7216914921049	-0.428012019336392	1.02647723329606	-0.0621346750562703	0.146266609646196	0.750781794781084	-1.31145094783847e-15
"10D_IMR-90_3"	-4.46627836611175	-3.52004036939246	0.424401077794345	0.358059612892979	2.38775457049579	-1.17266134250899	-0.513625774292364	-0.353955837694855	0.245569501033206	-0.731861509756219	-1.03109113927612	-0.76390976088428	-0.343832437572482	-0.479871212002933	-0.316421343586223	1.13479365657619	0.861087437553365	-0.508613088372057	-0.618738658476438	0.342931274902267	0.431940753369253	-0.352375274513618	-0.817814658820696	0.85913627393915	-0.38590591449492	0.282049438348622	-0.151179955280172	-0.567603747528073	-0.12025825785911	1.14438997661445	-0.625533868221275	0.193681801459459	0.438670806823465	0.484429837405849	0.112696734492364	0.0605617512888333	0.285182375938317	-0.155326690376343	0.663453465873721	-0.203437372825664	0.0495601943362326	-0.19810877365895	0.308441632426478	0.0794084415790316	-0.296709490650892	0.990778756378354	-0.477938163222399	-0.279915078444038	-0.0481705249490603	0.748450421631386	-0.685104803710507	0.575095730731435	0.308680325669537	0.153605898753736	0.653445630209286	0.427731270851937	-0.110330274101554	-0.947392638464775	0.847037264928671	-8.60422844084496e-16
