"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"PC21"	"PC22"	"PC23"	"PC24"	"PC25"	"PC26"	"PC27"	"PC28"	"PC29"	"PC30"	"PC31"	"PC32"	"PC33"	"PC34"	"PC35"	"PC36"	"PC37"	"PC38"	"PC39"	"PC40"	"PC41"	"PC42"	"PC43"	"PC44"	"PC45"	"PC46"	"PC47"	"PC48"	"PC49"	"PC50"	"PC51"	"PC52"	"PC53"	"PC54"	"PC55"	"PC56"	"PC57"	"PC58"	"PC59"	"PC60"
"01D_A427_3"	0.891710782803114	-0.198611629220277	0.637891645696327	-1.61512001609385	0.496131763633647	-0.0659796361382814	0.332517831110077	-0.939875302409249	0.354524900660953	-0.358280282644353	0.218104467059833	-0.413315693687005	0.49366661411326	-0.265821150796134	0.524807992448495	-0.294255538806478	0.268721941602116	-0.166294926760486	0.137086660722859	0.775335168340915	-0.0404007626332548	-0.0276410321565407	0.398406568820989	0.0386308670341047	0.0486500475044561	0.233205751987614	-0.238380161345738	0.110750463997601	0.00254808846583482	0.111933786234791	0.0618567830595728	-0.611444394872767	-0.380322861599979	-0.0483202139192463	0.38881490790329	0.0673492395109159	0.133227993880247	0.280177546537402	-0.10021108715622	-0.226088398790851	-0.283546444000052	0.010919241644626	0.0590261920747553	0.0912717785260016	0.345506729195237	0.131539402975677	-0.290448260746091	-0.20896236254839	-0.0775541028617529	-0.053876481885013	0.136108417216681	0.0206146338082965	0.108201759885759	0.0198436847502896	0.0519126696236472	0.047305198322379	-0.0712286900622938	-0.0719684616478253	0.0549054970435325	6.34908792207511e-16
"02D_A549_3"	-1.25068336834615	-1.26255752889675	-1.41502366811728	-0.700119244578121	-0.77969791228187	-0.601175869145218	0.15509474907077	-0.356677436406459	-0.0532312848168291	0.402611764530015	0.305577483109538	-0.394126001094194	0.142509599200807	-0.00914792219352604	-0.080789988014921	0.337298899726794	0.0849094267891357	0.0307207779849293	0.0392926260955763	0.336426350924265	-0.126091359807964	0.279827980813568	0.321463725110279	-0.378157417666335	0.34251586732047	-0.115280237134036	0.172771975535177	0.0378360602731398	0.254934817974911	0.109499301970963	-0.350632660061672	0.0981071867108281	0.435619686628962	-0.251145406898398	0.348241223405775	0.068799183916679	0.102192404134244	-0.20876132871851	-0.0118408098864488	-0.239610035705506	-0.0429388599690633	-0.102520268067188	0.0481182553617716	-0.0473351445309204	0.255893597640973	0.0886784123045616	0.0355695160998674	0.34698000799192	0.0758260716368081	-0.0998381319891792	-0.00997141779811687	0.0532281441484592	0.00231976868779001	-0.198935403569958	0.212044198279734	-0.0269727284675907	0.221697038648752	0.0958608291921155	-0.0402733273579488	3.8597597340484e-17
"03D_BEAS-2B_3"	2.32446919012329	1.88663389031042	-1.06068704601118	0.530919485438382	-0.67456577956699	-0.669190045661904	0.151612448450593	-0.822472742791715	0.356046101682968	0.131548349539267	0.246221851451951	-0.267476618001664	0.018787583284309	0.245661998104116	-0.405138729961014	-0.24919973326813	0.381894107384061	-0.561436548139832	0.0937181104914599	0.215950846566843	0.0203192750591935	-0.419355503407315	-0.226220087223567	-0.167614438380778	-0.210636898851704	-0.162379258471655	-0.370523443453095	0.389544290989563	-0.0367751565666872	-0.011852229208732	-0.212895227231626	0.121628423412409	0.581834530462008	-0.363207333858371	-0.189200002236589	0.124401306709459	-0.277073721960448	0.15354295569807	-0.239112633800168	0.408597644807814	-0.117197685189827	-0.124053202238125	0.039278164253258	0.240212368199854	0.0145987615444485	0.0643097307153411	-0.114895459887881	-0.0960618681624021	-0.120802230239324	0.0394904969379006	-0.188024565520901	0.176725359943626	-0.0931589391044633	-0.0715296418835969	-0.0694017900033938	0.179883685033988	0.0246899585867571	-0.0290140876429398	0.0203199801736687	8.04911692853238e-16
"04D_Calu1_2"	0.414558660414674	0.234217199537347	-0.888957350838357	-0.418423172592655	0.17721542593253	-0.914475527874148	-0.64558942483039	-0.353097999081863	0.169157672723663	1.38784765721271	-0.155916185882659	0.238471153788988	-0.392013789221673	-0.581485705990855	0.757846464719778	-0.175431811964264	0.724179313814618	-0.346876009550221	-0.561444322806173	-0.276114972585831	-0.187493258320724	0.184576950294296	-0.297184040474475	-0.0304011647919986	0.0259703858262606	0.170717108306267	0.449167608177312	-0.353413819149015	-0.403534818855143	0.305683075169009	-0.24140634214194	0.060149195694275	0.212618723535415	0.372947198008861	-0.0154975616188676	0.0667854325729647	0.248341836119495	0.245923784633173	0.0347417561598905	0.0510280092188476	-0.230979204213355	0.112971406211802	-0.310533718005375	-0.258012040689143	0.141825121091008	-0.080276758784274	-0.0143514983446023	-0.190307885384028	0.212618010998742	0.0502321922854074	-0.113881459526315	-0.160536228931372	-0.0742100648893603	0.0421803269385714	-0.0567377165043923	0.0758762129478206	0.0730710859362201	-0.00581192352195778	0.00628770928958211	3.62123525610158e-16
"05D_Calu3_3"	-2.32626977090179	-0.978236877164396	0.0430737259400705	-1.17587629845728	-0.538832190081896	-0.861125121583892	-0.525746313756949	-0.235450727495029	0.0462420891769582	1.38124612589137	0.972404852837006	0.0431640699901999	-0.560545530192907	0.524945230115569	-0.716087583764804	0.434323815045253	-0.0945907780068509	0.271548415015595	-0.342415874670926	0.310082300116942	-0.166283966588586	-1.04456735725969	0.105924443263119	0.0790120403791816	0.448392181873265	0.173879900169434	-0.450642222112445	-0.0196273165174237	-0.112140537596793	-0.0220706412285514	0.239131567751441	0.0103870696160755	-0.227152116472138	0.22477830245664	0.0192416842606332	0.403916053324505	0.0319285535569237	0.0382438503314475	0.297696176268518	0.110300602542236	-0.0808417827618157	0.175789790867264	0.0744130183731036	0.243710720664917	-0.0141374642992742	-0.113856091503804	0.247285556602695	0.0335962929243705	-0.0718995929038396	0.0627205606067554	0.000335444178388362	-0.00370290317099708	-0.0036314300548656	0.0283873035698677	0.00678747340389353	0.0123762117499197	-0.0828371866655262	0.0361918885224481	0.0297206703541568	8.74300631892311e-16
"06D_Calu6_3"	-0.406403212183849	1.57259107110566	-1.03551212476094	-0.0785115236245361	-0.440056110344739	0.623957023725919	0.0785230325724907	0.572602054272008	-0.293622898514636	-0.870205767459236	0.838151018658969	-0.462773746256039	-0.970325402633521	-1.40474435341564	0.737484300852004	0.0757279183073621	0.363402107019433	0.26240750797616	0.43700532992826	0.27443530449278	-0.0458543908158597	-0.413008425098384	-0.0658815038771202	-0.224156244204961	-0.106585320860995	-0.0910646552475576	0.406023711941665	-0.00278005174320689	-0.0794186808133245	-0.0199511820781334	0.414152323230066	-0.301326573623902	-0.131705904225442	-0.13605446923979	-0.24963857793439	0.489587616806661	-0.0964810383493192	-0.047041608316205	0.0756858723837445	0.023986384273004	0.217932700206127	0.373911519947355	0.0810387390148816	-0.00331471380227837	-0.154189475108644	0.108834622412178	-0.075717699675501	0.0450692161433249	0.0298186357165978	-0.0504170250940522	0.0688063207697628	0.00534770946891187	-0.108203962947301	0.0141899259373683	0.00353987454247417	-0.00576675399176212	0.147491738952875	0.0130072872970288	0.01200310992346	9.22872889219661e-16
"07D_HCC2935_3"	0.870641994941648	-0.106187790917414	1.48000197281123	0.82208014832403	-0.458576777994948	0.164123150979446	1.02709413304769	0.18797157687674	-0.781049672085703	1.01691218193945	0.590368192123491	-0.877066555337322	-0.044701928779695	-0.256317298564571	0.206326175798765	0.0464529524161732	-0.528350831400691	0.0656143695443032	-0.0873218395454246	-0.388336191448239	0.795175306989118	-0.0447197125350245	0.274755778624341	-0.851270509691561	-0.264855802477767	-0.198105955664812	-0.126682027870736	-0.385325355496232	-0.796482244285194	-0.21301733642332	-0.193590907514724	0.0334666288063933	0.00434579756777653	0.346058206201632	-0.0386739889968339	-0.137071833892803	-0.365415608024545	0.0788642315500188	0.151223607660852	-0.208536000812032	-0.072461047288068	-0.107089904686273	0.225898201536885	-0.0594894039055495	-0.00391228369910227	-0.00618804090797289	-0.113213215038659	0.0663857373924302	-0.100256595302015	0.0555331899851393	0.0385133520716495	-0.013156521291972	0.0531657184334534	-0.0778472782587529	-0.00116311605721934	0.0233640838337281	0.0224399796251335	-0.0702921491323663	0.0218574312814465	1.14491749414469e-16
"08D_HCC4006_3"	2.02483827478568	-1.37007749775367	0.639273503906262	0.269220656882386	-1.14483993903454	-0.0840371813626988	0.519568464846827	-0.526747935159147	-0.920429363203676	-0.0196037914540231	0.0612166053367192	0.0170138373171286	-0.56687780425833	-0.000858185255760335	-0.438036553726714	0.173606477278449	-0.333132685989198	-0.56603337103226	0.014407919919436	-0.395262282039059	0.474175357073743	-0.237110955497282	0.0347254138417905	0.362917979973264	-0.0660417853708168	0.602274304644501	0.11181382915137	-0.378765581101933	0.293915861188035	0.29399605527773	0.29692183915937	0.157049312817439	-0.0303976519020153	-0.039450590153081	0.203504248725297	-0.0128670246153704	0.0620816667129717	-0.386794219101022	-0.429784837791496	-0.202056113653955	0.0710467686673832	-0.0289882013780466	0.0245524955749157	0.335245066269515	-0.01412155697794	-0.222239434956283	-0.171531417481655	-0.197893496750815	0.181313211480082	-0.104532249528813	-0.0177460748948752	-0.0366058725907605	-0.148899921086571	0.0889066377632024	0.0124593909620798	-0.0335578717662884	0.096405313401256	-0.0272756341041634	0.0189278893075885	6.66133814775094e-16
"09D_HCC827_3"	-0.467523212055903	0.194249303356604	0.198550584792738	0.838926766561936	0.681711964806116	-0.00747968174035447	-0.708533179229554	-0.168986863183733	-0.0533738016315459	0.0614158950006031	-0.11329903938596	0.245765801668243	0.343156774557825	0.517306193876676	-0.396629891386717	0.602894628670291	-0.344621363171602	-0.149827616412826	0.0861981141461924	-0.00022045504563125	0.0172066656352502	0.0549940651815993	-0.10926143527105	-0.327001846113152	0.0931078218536	-0.123929175078098	-0.259695436439002	0.212320126759383	-0.255797769788224	0.564876491978267	0.443362201428665	-0.0398273505272946	0.00933519124845594	0.193037173906009	0.344618878016799	0.140174998470645	0.42831970931879	0.0928171928896721	-0.178361439177087	0.254199204558296	0.170436732669962	0.0061081066226907	0.00595954266612594	-0.215064407000027	-0.0720935609763923	0.0668313181046286	-0.192814634995384	-0.0315959956875066	-0.135716412017079	0.138519456988938	0.138527641275642	0.0735105264333751	0.00124886272748219	-0.160445784842916	-0.21948633604618	-0.208528329835245	0.184266045235895	-0.0098159592183462	0.0303639338042905	8.81239525796218e-16
"10D_IMR-90_3"	2.59246384737925	1.69451159194517	-1.05522603168929	0.266231925463752	-0.81341008722582	-0.402772026236422	0.539086932078631	-0.825339059975282	0.95439246788106	-0.470810738687303	-0.199828743597668	0.179475115004191	-0.679379795681591	0.298683495303216	-0.536166033083425	0.218278190238931	0.199470400212585	0.203713729618985	-0.265254159961785	-0.187104165859123	0.155691590110249	0.361615763361437	0.167989357771948	0.0919522762812541	0.0124954993103285	0.0124167532237261	0.0229419179949908	0.518470422764654	0.0705099957456956	0.107203388812999	-0.1582209094848	-0.109464031331728	-0.160902946905746	0.151081731837404	0.0286922100854667	-0.0218285829299426	-0.282339346035035	0.208887433566472	0.23214734564353	-0.194842641020106	-0.260632430813566	0.0319575037826189	0.188532667366547	-0.141926250954599	-0.0856435939678057	-0.328407000873186	0.133485412094019	0.0817126077701692	0.144796217066553	-0.0835702571111933	0.136192048655967	0.101043037241775	0.162704473478317	0.201699435551378	-0.0732532517480946	-0.153462586190526	0.110899800242861	0.00392317983971664	0.0243681618704692	1.66533453693773e-16
"11D_NCI-H1299_3"	-0.238421051709482	0.967689742321554	-0.822578836037279	-0.736784312760429	-0.449199248840636	-0.334789354368649	-0.232666659010491	0.577860022646253	-0.0129202652497476	0.364087817784183	0.699219018658926	-0.13532147590697	0.383547200910072	-0.484247296780656	0.275351865198219	-0.690062987622899	-0.625524840981559	-0.0663151344880751	0.593720650755107	-0.153213159894251	0.0273731373227773	0.221860588616204	-0.242943717097072	-0.135965734705462	-0.0530238751522573	-0.210739663394031	-0.0189834320020258	0.36606589827908	0.0787278048897086	-0.0646609210412184	0.313521699968205	-0.194728929195353	0.427486703480762	0.554583103408784	0.202714078308669	-0.157547222754772	0.0927681548205683	-0.0255679531785524	-0.140195168691398	0.221201989336666	0.0802379869754998	-0.373808434557198	0.0719252601879309	0.216846707967359	-0.116877102657021	0.0688661833018624	0.240200667650094	-0.211222273609181	0.230931797814958	-0.0781314346710823	0.248038772380362	-0.0684160603613379	0.105709068025509	0.0393373509933468	0.0635504511211217	-0.0138438999706817	-0.0585528635472799	0.0956355601307586	-4.25448713158028e-06	7.35522753814166e-16
"12D_NCI-H1373_3"	0.124434287636539	0.0878226629661821	0.286734463586432	1.52540247924796	0.832222550429591	-0.00369679263377954	-1.19737501904005	0.228265276636444	-0.0044793645053823	-0.370375376389469	0.0520631710100344	0.227497535686308	0.112050532029808	0.06608166943252	-0.0280297031874106	-0.732276565911075	0.21892626444153	-0.404486214421847	0.159889111923802	0.33008289640081	-0.119313435682972	0.385443147314266	0.0443475859945296	-0.617044003373178	0.202097353805841	0.913428600586964	-0.0123985979643045	-0.435993130393008	0.436625007989427	0.273985023034612	0.250670137560268	-0.136422872899015	0.200900739748622	0.281319940510664	-0.172564065008107	-0.196668595543566	-0.100062772544203	0.129262030000316	0.0426189311061633	-0.11111706219577	-0.147850306428703	0.127248223741518	0.225094521023452	0.297161969801034	0.014993594986536	0.0843185729253985	0.136210069622154	0.306120992420333	-0.117675063156803	0.0468409121868496	-0.0799016105338145	-0.0909004974218102	0.065432372281958	0.0715431284155084	-0.114208013484727	0.060984696543483	0.0361475070711751	0.00161318407992931	-0.029115908139941	5.91540705308091e-16
"13D_NCI-H1395_3"	1.48624578145708	-1.07840964210405	0.504062249073951	0.174748237640648	-1.20742291809491	1.02717034908489	-0.352157544076525	-0.178640317683655	-0.123259561550328	-0.52958761344862	-0.338105545130476	1.71824796327148	-0.179230750488138	0.124200896000773	0.781671915998242	-0.012765651991928	0.234900941933473	-0.0111926618392157	0.630466657017145	0.158933224361005	0.985928382192627	-0.285116478931714	-0.361491301941735	-0.0849660576647323	0.448984342981782	-0.301360499071977	-0.542012564933879	0.15867677937419	-0.0128635763082157	0.000789831477239	0.197619576983529	0.172191391923743	0.287342768900295	0.00345328511906585	-0.0543353041142419	0.00861368531979263	0.0828682007800927	0.131196271716202	0.00665693252817747	-0.186640009035106	0.00321262828254557	0.21200303437534	-0.0634609105515617	-0.19413992582335	0.0741053635449335	-0.133489969718154	0.0777674115977824	0.0172431893949321	0.00327112490733126	-0.129757250232098	-0.0418489208582234	-0.0793339552371028	0.109965215266988	-0.148907582886687	0.0244646601377719	0.0865272759620504	-0.0755161860611813	0.0479036234209408	0.043679116173131	7.28583859910259e-17
"14D_NCI-H1435_3"	0.39236441793066	-0.880649340872057	0.547305349446799	-0.215577845051026	0.579774209088549	-0.544822345319118	0.222684457440605	-0.00894894738769489	0.917790297551085	-0.821374524401181	-0.304608231590323	0.716076333324112	-0.0163635550657429	-1.23858217146295	-0.187176460373733	-0.277093983556721	-1.39673099281583	0.533712526610699	-0.105663673689565	0.268989946326892	0.163611360921818	-0.634122721035437	0.455070397891943	-0.0572502861114975	-0.684812544049471	0.300189910748026	0.129850838561713	-0.091595164311722	0.106470203055078	-0.00390219158355219	-0.202495548852504	0.231597508228353	0.231537939438108	-0.127271151639974	0.207764664315864	-0.0382383504041292	0.100159400924305	-0.0535827753680976	0.0565271594272154	0.210199796571668	-0.32677530902025	0.112017849988236	-0.00198376919929408	-0.159761110054839	-0.0786195536398213	-0.0438714392950826	0.0898906368451932	-0.129938106178831	-0.133594725329133	0.155203857090456	-0.0842436414844649	-0.0284425358766794	0.0475895403023648	0.00492139805360759	0.035869749461187	0.00512430193763623	0.068445898050671	0.0668310340373795	-0.0399351317124417	6.31439345255558e-16
