"31_NCI-H1838_02"	"40_NCI-H2087_01"	"29_NCI-H1792_01"	"29_NCI-H1792_02"	"39_NCI-H2085_01"	"39_NCI-H2085_02"	"57_PC9_02"	"57_PC9_01"	"57_PC9_03"	"19_NCI-H1623_01"	"19_NCI-H1623_02"	"19_NCI-H1623_03"	"21_NCI-H1650_03"	"21_NCI-H1650_01"	"21_NCI-H1650_02"	"17_NCI-H1568_02"	"17_NCI-H1568_01"	"17_NCI-H1568_03"	"46_NCI-H2342_02"	"46_NCI-H2342_01"	"46_NCI-H2342_03"	"42_NCI-H2126_02"	"42_NCI-H2126_03"	"42_NCI-H2126_01"	"16_NCI-H1563_03"	"16_NCI-H1563_01"	"16_NCI-H1563_02"	"50_NCI-H3122_01"	"50_NCI-H3122_02"	"5_Calu3_03"	"5_Calu3_01"	"5_Calu3_02"	"44_NCI-H2291_03"	"44_NCI-H2291_01"	"44_NCI-H2291_02"	"24_NCI-H1693_03"	"24_NCI-H1693_01"	"24_NCI-H1693_02"	"18_NCI-H1573_03"	"18_NCI-H1573_01"	"18_NCI-H1573_02"	"53_NCI-H520_01"	"53_NCI-H520_02"	"56_NCI-H838_02"	"56_NCI-H838_01"	"56_NCI-H838_03"	"6_Calu6_03"	"6_Calu6_01"	"6_Calu6_02"	"45_NCI-H23_03"	"45_NCI-H23_01"	"45_NCI-H23_02"	"59_SK-LU-1_01"	"59_SK-LU-1_03"	"48_NCI-H2405_01"	"48_NCI-H2405_02"	"48_NCI-H2405_03"	"51_NCI-H441_03"	"51_NCI-H441_01"	"51_NCI-H441_02"	"12_NCI-H1373_01"	"12_NCI-H1373_02"	"27_NCI-H1755_03"	"27_NCI-H1755_01"	"27_NCI-H1755_02"	"58_RERF-LC-MS_03"	"58_RERF-LC-MS_01"	"58_RERF-LC-MS_02"	"30_NCI-H1793_02"	"30_NCI-H1793_01"	"30_NCI-H1793_03"	"9_HCC827_01"	"9_HCC827_02"	"37_NCI-H2030_03"	"37_NCI-H2030_01"	"37_NCI-H2030_02"	"2_A549_03"	"2_A549_01"	"2_A549_02"	"34_NCI-H1993_03"	"34_NCI-H1993_01"	"34_NCI-H1993_02"	"38_NCI-H2073_03"	"38_NCI-H2073_01"	"38_NCI-H2073_02"	"59_SK-LU-1_02"	"54_NCI-H522_02"	"54_NCI-H522_01"	"54_NCI-H522_03"	"13_NCI-H1395_03"	"13_NCI-H1395_01"	"13_NCI-H1395_02"	"50_NCI-H3122_03"	"43_NCI-H2228_01"	"43_NCI-H2228_02"	"28_NCI-H1781_01"	"28_NCI-H1781_02"	"28_NCI-H1781_03"	"7_HCC2935_03"	"7_HCC2935_01"	"7_HCC2935_02"	"39_NCI-H2085_03"	"31_NCI-H1838_01"	"31_NCI-H1838_03"	"11_NCI-H1299_03"	"11_NCI-H1299_01"	"11_NCI-H1299_02"	"22_NCI-H1651_03"	"22_NCI-H1651_01"	"22_NCI-H1651_02"	"1_A427_02"	"1_A427_01"	"1_A427_03"	"4_Calu1_01"	"4_Calu1_02"	"33_NCI-H1975_03"	"33_NCI-H1975_01"	"33_NCI-H1975_02"	"29_NCI-H1792_03"	"14_NCI-H1435_02"	"14_NCI-H1435_01"	"14_NCI-H1435_03"	"35_NCI-H2009_02"	"35_NCI-H2009_01"	"35_NCI-H2009_03"	"41_NCI-H2122_01"	"41_NCI-H2122_02"	"23_NCI-H1666_02"	"23_NCI-H1666_01"	"23_NCI-H1666_03"	"15_NCI-H1437_03"	"15_NCI-H1437_01"	"15_NCI-H1437_02"	"36_NCI-H2023_03"	"36_NCI-H2023_02"	"36_NCI-H2023_01"	"32_NCI-H1944_03"	"32_NCI-H1944_01"	"32_NCI-H1944_02"	"40_NCI-H2087_02"	"52_NCI-H460_01"	"52_NCI-H460_02"	"10_IMR-90_01"	"60_WI-38_02"	"60_WI-38_03"	"60_WI-38_01"	"10_IMR-90_02"	"10_IMR-90_03"	"41_NCI-H2122_03"	"43_NCI-H2228_03"	"8_HCC4006_03"	"8_HCC4006_01"	"8_HCC4006_02"	"49_NCI-H292_01"	"49_NCI-H292_02"	"3_BEAS-2B_02"	"3_BEAS-2B_01"	"3_BEAS-2B_03"	"25_NCI-H1703_01"	"25_NCI-H1703_02"	"26_NCI-H1734_03"	"26_NCI-H1734_01"	"26_NCI-H1734_02"	"20_NCI-H1648_01"	"20_NCI-H1648_02"	"20_NCI-H1648_03"	"40_NCI-H2087_03"	"55_NCI-H820_01"	"55_NCI-H820_02"	"55_NCI-H820_03"	"9_HCC827_03"	"12_NCI-H1373_03"	"47_NCI-H2347_03"	"47_NCI-H2347_01"	"47_NCI-H2347_02"
"ENSG00000130584.10"	0.475147579210787	0	0	0	1.18909498039694	1.07141367443268	0.800107147346232	0.544196745225702	0.799003888999719	1.61483530118483	1.67948935665318	1.57268908749783	0	0.381713211923847	0.526131798929075	0.79983341497817	0.987218485028511	1.09681762627953	0	0.322530114814454	0.484162903212337	0.70195702746058	0.637301408832804	0.333224588029078	1.37877843912735	1.14941315181367	0.866843003789745	0.953501429785715	0.796924323127191	0.91494380761589	1.05242663284199	0.95762493423852	0	0.312012139150629	0	1.18655396613278	1.22466044444785	1.27442370931363	0.674431708988128	0.559862516862281	0.681072577133714	0.701430913386658	0	1.18976615936835	1.13219599249728	1.06241380744701	1.87169900825506	2.04150459443561	1.95983836176828	0.985129854131662	1.25491314430437	1.11578389389064	0.964702243438451	1.17180115199571	0.790436017054156	1.02811482695954	1.0140976292837	0.871705493078444	0.631366902739074	0.535891075244487	1.12836570757047	0.72729132080635	0.926984048243244	0.566156297158718	0.736840742787701	1.07468459676389	1.3159029955356	0.969286831124061	0.547226489674968	0	0.398196288438395	0.783454710672278	0.991793896459236	0	0.624180823342826	0.560467098427655	0.536752575977847	0.670209575318983	0.789417611711038	0	0.69276671426694	0.695367205626868	0.304068525208106	0	0	1.36469542600468	1.31054082297785	0	1.12060037408275	1.01290143962332	0.55269164973813	0.791613911149156	0.433273599236576	0	0	0.596420741589166	0.672861314705114	0.531724535534684	0.217055809579884	0	0	0.431764940910998	1.4822068678877	1.03576066779812	1.11438859713738	1.11651166576053	1.01992755478791	0.394483558561189	0.609380488364346	0.511618283081534	1.49216680805752	1.67114689242988	1.60373379544569	0.344252181979663	0	0	0.534897981257771	0.642353835306702	0.429027016195718	0.511503887400624	0.326387743038878	0	0	0.257757568751432	0.386744759742417	0.64144240572974	0.794323670016755	0.299831531193839	0	0.424614730478947	1.2497791282572	0.728235597183374	1.02122920632581	0	0.706631385786807	0.216983945428251	0	0.566777241677941	0.515399545661312	0	0	0	1.20691136160598	0.868726223942966	0.900660038244702	1.12233866560468	0.987442721485675	1.2802063324293	0.367375986456956	0	0.542316065691165	0.635836803717377	0.574383048876742	0	0.565404408039152	0.598357780000034	0.471281729819829	0	1.02929725765259	0.903204447462313	0	0	0	0.262012697854669	0.515201238764438	0.375324244465042	0.320856112563349	0.68965622592528	0	0.655575954735973	0.802945123455193	0.694450573326449	0.65300502422744	0.882252909905302	0.695338237169497
"ENSG00000119042.16"	0	0	0.996935104753662	1.25302618957211	1.05406352648878	0.98361842261111	1.06529060983426	0.929577903606636	0.696473348467746	0.652743363188691	0.96096078069369	1.12570655999201	0.91324317612475	1.26960474443993	1.15728263454079	0	0	0.708097249574292	0.786693510424375	0.732877161653723	0.551608325707334	0.417272879280042	0.637301408832804	0.436296724040254	1.50370157579569	1.47470948487783	1.56147108125966	0.857952588867293	0	0.974277816997518	1.14883461204731	0.988688212586758	0.749172143403191	1.13400597556387	1.01048479170209	1.30436864363215	1.48850940220695	1.5785850669047	0.926890142961426	1.02702250372612	1.3526218431555	1.71901839729273	1.43080301808908	1.38722057920647	0.732015917380218	1.26894940576139	1.60878649006243	1.68129763855323	1.92942848790492	1.08417053984121	1.25491314430437	1.2896927605922	1.85322021294901	1.80165402503994	1.15979490315727	1.02811482695954	1.29358068431997	0.981804792889586	0.94793253613993	0.959791280879741	1.2124404072493	1.20895830547934	1.36842512946577	1.58609881499012	1.38325875110927	1.26057118705089	1.20329296369813	1.24636218088661	1.3752963034991	1.32154619235853	1.22441637666016	0.548617821088051	0.869778626613513	1.42318462927728	1.56939096377574	1.83647381608331	1.12082687578847	0.922165660036551	0.966249670745079	0.483237996169844	0.69276671426694	0.58293082679483	1.18174609358348	1.05903983294037	1.3658784813591	1.94645136691801	0.767949877579001	0.51057988439645	0	0	0.722934402294614	0.614195011227335	0.433273599236576	0.433325703809222	0.717154188790261	0	0	0.255427169979732	0.217055809579884	0	0	0.785862464495108	1.00967791904983	1.03576066779812	1.27921055659056	1.60477232219916	1.69957263722237	0.59773511322353	0.706774174928447	0.511618283081534	1.06298605242567	1.20507678867861	1.14772228094855	1.42152218953028	1.16023105954438	0.609760963890895	1.14436624026009	0.991717320803799	0.429027016195718	0	0	0	0	0.768043999465651	0.949393997839073	1.07860038125196	0.987341647466126	0.997840377029703	1.01389617595353	1.24510921214802	0.427709244360877	0.952905297258026	0.585493381172423	0.495700306570425	0.761212349513573	0.910043326992654	0.941365104499819	0.998242465016415	1.06532916831358	0.401116545342105	1.07020774033325	1.03289160703419	1.20691136160598	1.25632587392188	1.3397711519747	0.989123805360521	1.265525247241	1.15036367317239	0.953307573985397	0.931201527089267	0.542316065691165	0.928288546966607	0.227439250652063	0.363651903041579	0	0	0	0	0.712332229415161	0.335862542705671	0.381388985192266	0	0	0	0	0.227004993581806	0.503359922735314	0.469373709814702	0.798074614959966	1.03617985582943	0	0.560164805743248	0.730161325950081	0.832322104642173	0.598656101543096
"ENSG00000117020.16"	0	0	0.737577316592581	0.865706526083334	1.80608853899316	1.85197546234251	1.8111295164139	1.86151293052923	1.65015909095307	0	0.705021105956005	0	1.42944922224105	1.53269569102945	1.64578807327314	0.867384065143924	1.05283304319237	0.42201126707698	0	0	0	0	0.637301408832804	0.197817275891041	1.34099555080447	1.3750705333548	1.35800516142422	0	0	1.56945366071151	1.57354571494534	1.5222025555532	1.26239508355873	1.2508958112896	1.12469368438983	1.18655396613278	1.40719986891125	1.46224101284861	0	0	0	0.479172979419586	0.93635346963844	1.18976615936835	1.1518572582746	1.34421648555455	1.2081856785682	1.20455081526233	1.19430694283472	1.29146705909643	1.51246798530742	1.48764999015446	1.04320199483073	1.17180115199571	0.613131801166535	1.24798854872286	1.33296049362034	1.37195309156642	1.1694633676361	1.31128209490203	0.937254301435475	0.83139430317032	1.30912836881691	1.27609626472985	1.31396295972352	1.13637573135668	1.41849835906576	1.26854514899284	0	0.227509737415344	0	0.783454710672278	1.02587855263999	0	0.41572589507259	0.560467098427655	0.979793367297685	1.44212161628181	1.291539188982	0	0	0.194660713539306	0.481167921517626	0.190422825750142	0.177542203646322	1.19788126366368	0	0	0	0	0	0	0	0.26860428750055	0.717154188790261	0.692952188241477	0.31376297176649	0.255427169979732	0	0	0	1.39506300389333	1.1052153318762	0.772991367486031	0.973558895538234	1.2638925653719	0.982663356216716	1.25580523800599	1.50773837940531	1.31534358744197	1.23672135530029	1.48114506777628	1.35702870434395	1.68270633405853	1.60249473007873	0	0	0	0.429027016195718	0.193622741136177	0	0.303169634442439	0.686728385128661	0.768043999465651	0.78012459364572	0	0	0	0.579502770862229	0.542520268666099	0.427709244360877	0.236728012711635	0	0	0	0.468982707241427	1.38401572522034	1.4012446355507	1.48562856524267	0.401116545342105	0.661326612395732	0.629639757665108	0	0.978721597293196	1.30378444358431	0.795991579847372	0.794418252782829	1.09673826675433	0	0	0.77610658691744	0.543153202793905	0.375941359596567	0	0.368867230677658	1.30705298044183	1.13797275601874	1.44400423526851	1.33808074440426	1.44469133120741	0.58127074248685	0.688049091881737	0	0	0	0	0.320856112563349	0.295232332786182	0.620031649127865	0.655575954735973	0.444695571635149	0.560164805743248	0.730161325950081	0.542135608040386	0.598656101543096
"ENSG00000177707.10"	0	1.34922811019353	1.10066616446238	1.16841055492414	1.05406352648878	0.499337362782286	0	0.544196745225702	0.366194925435635	0.558871231809049	0.642642016871794	0.226985304501561	0	0.23150967460437	0.526131798929075	0.314168748231583	0.759735816416478	0	0.432391127487862	0.19054227801189	0.306321906821991	0	0	0	0.776905603384527	0.852252654142575	0.866843003789745	1.18169907870098	1.1897395009177	1.45760777042614	1.62461426580496	1.23402949433381	0.519349090998188	1.09910769329096	1.01048479170209	0	1.06132477292728	0.866951825075139	0	0	0.355268610497861	0.956975994032805	0.746796619604063	0	0.459950333382222	0	1.2081856785682	1.50084857189988	1.58840964174277	0.349787935404282	0.995501963197423	0.956015021733143	1.00572333681588	0.84115973871453	1.09267559127201	0.990773886169442	1.38604999068732	1.10757728749193	0.94793253613993	0.768596358799229	1.12836570757047	1.24612640488261	1.11139576563498	1.1309403655779	0.659389608467744	0	0.693670506580956	0.454581674570421	0.933317208293662	0.574509871167277	0.677030788434402	0.840064613687526	0.991793896459236	0.701198787459057	0.870288982396252	1.12369517384907	1.07870765185502	1.32711054830018	1.01215516978725	1.04971250850633	0.757009208506963	0.695367205626868	1.18174609358348	1.243280145599	1.02511635471861	1.26087639541008	0	0	0	0	0	0.309157566230986	1.11338498722108	0.64585927813666	0.904336598394449	0.947550870621904	0.413175387383657	0.763715946035066	1.23576459621642	1.06386123953963	0.853884531641699	0.643944978113134	0.546049219094787	1.03576066779812	0.845511496776267	1.37373151174703	1.05424547481884	1.1086142793098	0.962905216334523	1.10728083647702	1.14606125941662	1.4203286493514	1.07467893003159	0.976121104642054	0.957954487723395	0.306179120097958	0	0.704721552704633	0	0.580805483675343	0.819627258338899	0.906827465365177	0.900359245075648	0	0.235070998470807	0.42972646848391	0	0.299831531193839	0.286122770069595	0.882721601474772	0	0	0	1.13946176528319	1.12277150349012	1.03025644006289	0.789442303480835	0.738765224648725	0.400989010303318	0.744688594076515	0	0	1.09087067970327	1.34839520523748	1.3397711519747	1.30655127927721	0.987442721485675	1.03554606627295	0.367375986456956	0.399152973287873	0.986802270981682	0.833539034194397	0.375941359596567	0	0	0	0.691953092793064	0.7688049232789	0	0.834744275446554	1.08821188940035	1.26579064075597	1.14533722568833	0	0	0	0.503359922735314	0	0.620031649127865	0.231701756829776	0.659758202073422	0.949218003933213	0.43916293702881	0.832322104642172	0.950205331460414
"ENSG00000148516.21"	0	0	1.67609266433485	1.63616527465478	0.789780194123604	0.62697487764097	0	0	0	0	0	0	0	0.655213988619708	0	0.494552721140803	0.412230879441113	0	0	0	0.17962635480224	0	0	0	0.84381675054986	0.558859735571432	0.665951214318711	0	0	0.532387544016517	0.286641243856638	0.639750727488072	0	0.618430791350204	0	0	0.796456828603064	0.784546223335937	0.674431708988128	0	0	0.780714395311882	1.34991972638003	1.38722057920647	1.52699577359737	1.32054779371646	1.01382182542314	0.977139736580065	1.07148548499215	0.540986863075635	1.27401752994197	1.14172850058511	1.70952107414083	1.6675980289239	1.01325269887284	1.02811482695954	0.92757302607154	0.871705493078444	0.94793253613993	0.874631452765286	0.828728136132621	0.83139430317032	0.997516285466545	0.956545126822742	0.910033077383563	0.916502867396873	0.948350166856669	1.19827724937012	0.265254010459637	0.764903286219201	0.602380317412845	0	0.531925341222815	0.956718230553747	1.02641293529974	1.12369517384907	0.851493485124187	1.14234665386382	0.709791278377526	1.40672106274034	1.10677779629789	1.35199035805138	1.40375533293488	1.25671975011528	1.45134220521149	1.66788594439406	0.535338763691892	0.738821796275334	0.942709694438714	0	0	0.309157566230986	0	0.787933109005522	0.38104271344297	0.297278643629999	0	0	0	0	0	0	1.00967791904983	1.19831078246062	0.763827199745801	0.931874250903519	0.94189907127802	0.994804953887913	1.15517347042725	1.04595151299325	1.34481461662405	1.31771398126293	1.16957361905363	0.344252181979663	0.888238200844188	0.853888088327175	0.82365046361522	0.224734045009276	0.974399189521192	0.193622741136177	0	0	0.61159849680047	0	0	0	0	0	0	0	0	0.236728012711635	0	1.28136422409383	1.14452627623726	1.03025644006289	0.687397658773788	0.998242465016415	1.0045655126703	0	0	0	1.33779574259468	1.13933693761097	1.30378444358431	1.53478950801655	1.61372548102434	1.31609229247082	0	0.603575668499308	0.542316065691165	0.262659485889634	0	0.363651903041579	0	0.394980768721337	0	0.345974035373147	0.969064362809571	0.65331425790528	0.58127074248685	0.29423667425913	0.361246644930042	0.634740655566322	0.849202166658102	0.375324244465042	0	0.768445029433127	0.493132395220502	0.822121598356154	0.802945123455193	0.879691924573379	0.559114834166094	0.262012697854669	0
"ENSG00000067798.15"	0.299550580557662	0	1.50858180622499	1.77941598572288	1.15906639000821	0.98361842261111	0.800107147346232	0.263323339744424	0.366194925435635	0.272719842532629	0	0.485648735988843	0	0	0	0.314168748231583	0	0	0	0	0	0	0	0	0.300283036279356	0.438938779549096	0.743700669458536	0	0	0	0.580294053468835	0.567040825101774	1.53708967872909	1.51237197299782	1.65973625625501	0.530749311185791	0	0.356456279096363	0.456770169605446	0	0	0	0	0	0.353300810448336	0	1.40609487669896	1.70986802634071	1.69505716009147	0.349787935404282	0.917995385801904	0.915564792189582	1.68565053449981	1.55183271627055	0.96733403601504	1.02811482695954	0.675042385086395	1.35168496413206	1.24045470967726	1.11970412872088	0.587770388733916	1.01689454001796	1.20153247112677	1.1012198367033	0.565061908237633	0	0.863499685301413	0.873259954069749	1.10673080336964	1.30704533818571	1.27915818412207	1.1085203122078	1.32282150503168	1.29637381379563	1.42605797809639	1.63503114927316	0.668600874706811	0.670209575318983	0	0	0	0	0.304068525208106	0.423405764389593	0.400548228813552	0	0	0	0	0	0	0	0	0.64585927813666	1.08766765861304	0	0	0	1.29672774011937	1.06386123953963	1.0700512360847	1.16494624620111	1.5384066282003	1.34946377154275	0.845511496776267	0.79821780354707	0.55419850553182	0.672139908923367	0.883509495271273	1.10728083647702	0.825202635858076	0.909661859600485	0.501777624678196	0.665380370557837	1.16023105954438	0.483973276180349	0.702842916775008	0.224734045009276	1.29093848328706	0	0.579855956801207	0.479971770294317	0.520695527096094	0.535419167867091	0.725023811437941	0.64144240572974	0.438154155294165	0	0	0	0	0	0	0.315038265258564	0.225696334409913	0	0.789442303480835	0.912099268838246	0.800142651150601	1.1188207567372	0	0	1.37391843777234	0.978721597293196	1.37300275294424	1.06081910258992	1.30477040010906	1.15036367317239	0	0.846829811330468	0	0.262659485889634	0	0	0	0	0.471281729819829	0.345974035373147	0.377562998126309	0.335862542705671	0	0	0	0.262012697854669	0.515201238764438	0.485681295420616	0.878551240571492	0.593334212607381	0.493132395220502	0.381985027141376	0.996548633647482	0	0.730161325950081	0.882252909905302	1.14190974847041
"ENSG00000058091.16"	0	0	1.63316009888509	1.50029396019523	1.97280867572806	1.97703437532594	0	0	0.366194925435635	0.438948881055093	0.851578154038141	0.485648735988843	0.91324317612475	1.2857392993227	1.34685264766269	0.79983341497817	0.253293572161465	1.00145787471005	0.697367765965381	0.732877161653723	0.748988913971575	0	0.26352472808107	0.197817275891041	0.901781963758812	0.94761900268086	0.917395070434281	0	0	1.49260690927676	1.43417026088461	1.5042861333287	1.20388344968295	1.27578874027175	1.67414249406953	1.50685404921705	1.40719986891125	1.68190377573264	0	0.273358701449159	0.681072577133714	0.479172979419586	0	0.996102753023579	1.06723120764868	1.24065294297347	1.14049687472017	1.37749298458347	1.47003391114193	0.349787935404282	0.257394115412583	0	1.28477608679594	1.07496812085313	0	0.56073619022279	0	0.497955216265725	0.795656772354732	0.959791280879741	0.683710834404056	0.388392985745147	1.20153247112677	1.15875662017732	1.38325875110927	0.665155367663646	0.985273193211804	0.454581674570421	0	0	0	0.429952386756303	0.954804598352804	0.566298068899	0.532342022933535	0.904490162198474	0	0	0	0	0.526010041471249	0.194660713539306	1.64937192268752	1.69397851787066	1.67634437371777	0.854604582151524	0.535338763691892	0	0.50763029713178	0	0.268748959997156	0	0	0	0	0.692952188241477	0.494016927105821	0.41518748467481	0.943518775015229	0.589565938492295	0.247453514768084	1.45086352607156	0.264503227597231	0.772991367486031	0.342685835209492	0.79821780354707	0.846712485146036	1.40522686044794	1.38954350117073	1.30337198295058	0	0.253175840342385	0	0.916755132378687	0.888238200844188	0.912061282705385	0.626938559496045	0.960628442121716	1.10716180399781	0	0.428196354951073	0.479971770294317	0.520695527096094	0.257757568751432	0.588020249311146	0.548359955639309	0.557966664054505	0	0.457129034258261	0.262257125044293	0	0.501644158709374	0	0	0.644191296160453	0.468982707241427	0.553763951432346	0.445903375398037	0.515399545661312	0.401116545342105	0	0	0.460581575531783	0	0	0.903206197311008	0.901567208671905	0.631880097544302	0.698128653050973	0	0.542316065691165	0.42516835135503	0.486399172371689	1.10693543723989	0.885960883132145	1.10938228392651	0.691953092793064	0.978930939684006	0.377562998126309	0	1.03525442346285	0.766769285740322	1.18389544739542	0	0.245094960041503	0	0.320856112563349	0.768445029433127	1.0630827494846	0.905747955766671	0.444695571635149	0	0.65300502422744	0.775895903727461	0.598656101543096
"ENSG00000049192.14"	0	0.801874403558487	1.48384298938309	1.50029396019523	1.82662040761864	1.83174918174525	0	0.426081347623896	0.562002337302304	0.852266304327074	1.09802390433025	0.6466467638011	0.588349347270865	0.23150967460437	0.410315448192379	0.719805351110413	0.619851292668566	0	0	0	0.17962635480224	0	0	0	0.300283036279356	0.558859735571432	1.00367037122624	0.800930302314766	0.560208423721445	0.66376510800816	0	0.223374101611293	1.17137864961948	1.2508958112896	1.40911486794621	0.762572469615923	0.439769742389293	0.784546223335937	0.456770169605446	0.653808066095299	0	0	0	0.817510170771564	1.08998314315496	0.654674690947973	0.652852065008952	1.00604228394522	1.09898585581957	0	0.82358532960926	0.765078495610747	1.00572333681588	0.69529537046141	0	0	0.457274245323501	0.497955216265725	0.219020601339151	0.258055752510793	0	0.83139430317032	1.6600574691867	1.93873819039793	1.92821584966271	1.04020772933467	1.3477696174032	1.26854514899284	0.547226489674968	0	0	1.40693131541685	1.49754182425479	1.06949303867533	0.955329103802652	0.797224272129281	0	0	0.307824823246151	0	0.251837177470124	0.194660713539306	0	0	0	0.772610164599454	0	0.51057988439645	0.883944279021194	0	0.55269164973813	0	0	0	0.38104271344297	0.297278643629999	0	0.41518748467481	0	0	0	1.50030392909535	1.35803689573387	1.0969557300484	1.37703902992261	1.31440023865787	1.45557187758426	0.59773511322353	0	0.327156242316392	0.419084791375073	0	0.389195367998749	1.59875978028497	1.42452182285475	0.912061282705385	1.326826004976	0.991717320803799	1.16089127429999	0	0	0.177518855528162	0.61159849680047	0.824275874489648	0.725023811437941	0.548359955639309	0.651771642897497	0	0.753013790638404	0.635155033444139	0.638963277651255	0.389080061851427	0.585493381172423	0	0	0	0	0.445903375398037	0.245218089064646	0	0.998353690433776	0	1.66567016889437	1.45782183500864	1.64807711996941	1.40666778224798	1.68179271178993	1.74186815611294	0	0	0	0.262659485889634	0.375941359596567	0.878008024628918	0.955626858954129	1.5972409342809	1.70738505302245	1.56019187846847	0	0	0	0	0	0.542135608040386	0.515201238764438	0.485681295420616	0	0.469373709814702	0.313093349278998	0	1.27511982172495	0	0.947931640333337	0.775895903727461	1.25098175305132
"ENSG00000183023.18"	0	0	1.20899060226669	1.19848515141649	1.49058226986654	1.39325959676046	0.952632420023031	0.834786415131067	0.799003888999719	0.558871231809049	0.642642016871794	0.709183071700912	1.51365195582841	1.42077505101718	1.76632074485742	0.494552721140803	0.412230879441113	0.260366859599406	0	0	0	0.256934498085972	0	0	0.901781963758812	0.902548262693113	0.809621853548138	0.953501429785715	0.694498598486281	0	0.286641243856638	0	0	0	0	1.86230307031467	1.8779048164821	1.76530554236757	0	0	0	2.01588144837331	1.98777273462597	0	0	0	0	0	0	1.73414360969639	1.76055094073867	1.80405145304518	2.00236462539306	2.03287073398635	0	0	0	0.497955216265725	0	0	0.4644428029896	0	1.63077229271572	1.49697069688042	1.51956759087026	0.570437680649834	0.526806256504277	0.749789131617018	0.265254010459637	0.376041502603267	0.243221121092822	1.16226316038662	1.1404655974683	0	0.255816142114006	0.797224272129281	0.346503391687618	0.575153979351351	0	1.04971250850633	1.15712131306591	0.858585496869483	0.304068525208106	0.190422825750142	0.303204598778924	2.07167370716711	0	0	0	0	0.433523705039776	0.309157566230986	0.433273599236576	0	0.38104271344297	0	0.494016927105821	0	0.469103380319478	0.589565938492295	0	1.11117735469712	0.264503227597231	0	1.73125564331662	1.65107935271702	1.53874736321052	1.35146078923904	1.25222118293724	1.41979373072861	0.536191714983358	0.253175840342385	0.236809895236808	0	0.370366696184979	0.306179120097958	0	0	0.888855747009119	0.429004313203855	0.193159852258041	0	0.248514248538062	0.257757568751432	0.498939860670025	0	0.651771642897497	0	0.457129034258261	0	0	0.389080061851427	0	0	0	0	0	0.277829469205274	0.245218089064646	0	0.661326612395732	0.420142160060707	1.83862409500652	1.63957890330603	1.85909310982342	1.7691384199555	1.79242662030933	1.75460163221751	0.367375986456956	0	0	0.262659485889634	0	0.795243705347432	1.2319145659599	1.5266817865595	1.67263716935919	1.5300423858613	0.712332229415161	0.753435394995133	0.58127074248685	0.891131017957671	0.689518331095293	1.00473785308503	1.16582412372751	1.10283594846442	0	0.593334212607381	0.798074614959966	0.865944528039843	0.802945123455193	0	0	0	0
"ENSG00000272168.6"	0	0	0.565718335241826	0.493233846549609	0	0	0	0	0	0	0	0	0.387006339688896	0	0	0	0	0	1.22856332042607	0.848698216620339	1.2529638307388	0.256934498085972	0.426358212944572	0.333224588029078	0	0	0	0.56366518663369	0	0.66376510800816	0.580294053468835	0	0.333079533111397	0	0	0	0	0.682754342396429	0.674431708988128	0	0.355268610497861	0.604367501422368	0.93635346963844	0	0	0	0	0.218237215897505	0.248135022420573	0	0	0	0	0	0.308442475304237	0	0	0	0.219020601339151	0.258055752510793	0	0	0.3962857782372	0	0	0.280206321669258	0.252336326868608	0.284235923595168	0	0	0	0	0	0	0.255816142114006	0	0.346503391687618	0	0.307824823246151	0	0	0	0	0.423405764389593	0	0	2.60160138148235	2.53625509849589	2.67937384225113	0	0	0	0.787864021712115	0.64585927813666	0.38104271344297	0.297278643629999	0.184621253138464	0.699248361467751	1.16482432367413	0.888478194690586	0.247453514768084	0	0	0	0	0	0	0.240571965988482	0	0	0	0	0	0	0	0	0.417955571937125	0	0	0	0	0	0	0	0	0	0.272137323313764	0.475522566021622	0	0	0	0	0	0	0	0.216983945428251	0	0	0.245218089064646	0	0.445982733096482	0	0	0	0.437566807879913	0	0.438225748492757	0.421957651064872	0	0.399152973287873	0.350820479281566	0.262659485889634	0.227439250652063	0	0	0	0	0	0	0	0.717633216296669	0	0.689518331095293	0	0	0.227004993581806	0.503359922735314	0	0	0.493420896427986	0	0.364753426482958	0.559114834166094	0	0
