"13D_NCI-H1395_3"	"32D_NCI-H1944_3"	"23D_NCI-H1666_3"	"15D_NCI-H1437_3"	"41D_NCI-H2122_3"	"14D_NCI-H1435_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"01D_A427_3"	"22D_NCI-H1651_3"	"26D_NCI-H1734_3"	"25D_NCI-H1703_2"	"52D_NCI-H460_2"	"20D_NCI-H1648_3"	"31D_NCI-H1838_3"	"35D_NCI-H2009_3"	"47D_NCI-H2347_3"	"40D_NCI-H2087_3"	"55D_NCI-H820_3"	"08D_HCC4006_3"	"43D_NCI-H2228_3"	"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"49D_NCI-H292_2"	"04D_Calu1_2"	"33D_NCI-H1975_3"	"53D_NCI-H520_2"	"54D_NCI-H522_3"	"59D_SK-LU-1_3"	"56D_NCI-H838_3"	"11D_NCI-H1299_3"	"45D_NCI-H23_3"	"06D_Calu6_3"	"48D_NCI-H2405_3"	"27D_NCI-H1755_3"	"58D_RERF-LC-MS_3"	"29D_NCI-H1792_3"	"30D_NCI-H1793_3"	"37D_NCI-H2030_3"	"02D_A549_3"	"36D_NCI-H2023_3"	"57D_PC9_3"	"44D_NCI-H2291_3"	"51D_NCI-H441_3"	"09D_HCC827_3"	"12D_NCI-H1373_3"	"05D_Calu3_3"	"24D_NCI-H1693_3"	"21D_NCI-H1650_3"	"39D_NCI-H2085_3"	"16D_NCI-H1563_3"	"18D_NCI-H1573_3"	"19D_NCI-H1623_3"	"34D_NCI-H1993_3"	"38D_NCI-H2073_3"	"50D_NCI-H3122_3"	"46D_NCI-H2342_3"	"17D_NCI-H1568_3"	"42D_NCI-H2126_3"
"ENSG00000119042.16"	0.539786714171963	1.00460738755732	1.10105016676308	0.713210329446151	1.00969650407472	0	0.0849781216938164	0.102735611073086	1.14246796235179	0.612750029060248	0.166974223202956	0.563673716521345	1.05195034238759	0.0895015147316471	0.866948904261339	0.720491647207031	0.730732774371234	0.349289845513548	0.826018093205961	0.658077374929138	0.739334525149821	0	1.21014343320627	1.21890713719057	0.21882586027361	1.31023777347727	0.967329120570517	1.59839334928816	0.527241628770887	1.87129610148635	1.20738010077852	1.56165792361193	1.21843416595852	1.76250966781655	1.17392623865004	1.4577963679358	1.23741787403963	1.00749637881305	1.31149175257942	1.64418039951188	1.01170021473063	0.754111903007507	0.922495560904164	0.992283892652591	0.963403770371695	0.600107955602885	1.08063726742062	1.0447401972421	1.47151999019133	1.13732671349827	0.955254226566844	1.51480584946436	1.14213286336502	0.954119854537968	0.594734224974772	1.22074979358289	0.561188359760539	0.701467127206278	0.37451576077852	0.508878118467667
"ENSG00000177707.10"	0.129021534463378	0.673802636220285	0.585854084352425	0	0.302471469513959	0.789565723882533	1.07841441028335	0.759806180128145	1.24052161237251	1.06476821318284	1.17287458072575	0.593014026966119	0	0	0.709673351804998	0.550963581877012	0.789174548834605	1.01549042199628	0.360082511806409	0.799187710477223	0.697648854248283	0.594470604867623	1.04001235648981	1.33194407958342	0	0.967132778368107	0.430854713227236	0.864478822579518	0	1.07069322051522	0.211627874299611	1.1459382318749	0.848628300796022	1.46038371527443	1.1902696520657	1.01434264166562	0.466750578608892	0.975364851940971	0.755480120016197	0.933469937743726	1.16145393267703	1.10008586535563	0.356969750297024	0.939754235877562	0.963007418628534	0.851268507535042	1.12450777720647	1.46713848772194	0.821248533645597	0.305534255583521	0.799067181853958	0.833752520445741	0.152904220293371	0.509634657319278	0.863052281703269	1.15938391047117	1.16293381607047	0.320953560896814	0.467969534193982	0
"ENSG00000106070.18"	0.529239206600112	0.444973407176977	0.854591798762358	1.15442075773368	0.997751065483207	0.569605747180902	0.958192834380285	0.327202102990418	1.10315519595261	1.01559260437279	0.504235475860441	0	0	0.25080774451665	0.901242305587201	0.522631738450261	1.31815927425399	0.858121397481954	0.868156819373556	0.829823907117673	0.56212916457789	0.576541377244022	0.701493045950842	0.821358668417267	0	0.997571457326856	1.26146810354232	0.833523510785672	0	1.06337650187016	0.413354380533135	0	0.554153497092656	1.05024926823774	0.728140912130012	0.931554402062771	1.15115307210259	1.34707084002245	1.01061483025974	0.93906951995927	1.02682739197689	0.524268915873458	0.830025656767995	1.37227645038679	0.831355942803529	0.798248782173291	1.05470799307494	1.43367271859067	0.377006276433354	0.167151322116372	0.45312891879016	0.973971784745954	0.45490701929461	0.574414356372397	1.39637186635548	1.39919273492369	1.03223092622832	0.137728519676175	0.399542979393769	0.189530662690414
"ENSG00000067798.15"	0	0.837533176477234	0	0	0.43255390787555	0.416107080216778	1.15773155723772	0	0.777759848598413	0.92341445561412	0	0.357213081971415	0	0.434717635958275	1.29299028007478	0.604108707097947	0.952020635719961	0.859485229697085	0.497985149043912	0.106177104823849	0.89742937296595	0.31372635254551	1.28604427694653	1.17250562371673	0	0.979774833315086	0.512785384849753	0	0	1.45291649214698	0.15186007113174	0.750071128690421	0.795882067004461	1.62426821508272	0.915156774997557	1.0307746296968	0.720763579277439	1.5719784024647	1.23957088289715	1.4752539790956	0.537479758158087	0.19930347196027	0.542766894005433	1.57464756136329	1.24751533669879	1.16424042151097	0.706638318855061	0.452021263760055	0.346779478097323	0	1.11028824708165	0.53514661557515	0.209752885246462	0.296173094039554	0	0.379007853936365	0	0	0.13155779698994	0
"ENSG00000020577.13"	0.406299132661513	0.425566448520027	1.05544527533534	0.853920304616069	0.602546463903489	0.590609697332149	1.30465893332662	0.712426761941287	0	0.440139523288298	1.16752712776945	0.937381651736774	0.637780837176819	0.571942688062969	1.08204408981709	0.298481695000585	1.1096808560615	0.349289845513548	0.682989553865742	1.24033367560492	0.919414030361931	1.10428697028895	1.008212482955	0.919346408671337	0.474110377716096	0.913748535835301	0.917921874035686	0	0.650904868698346	0.962320910815078	0.718989702949621	0.993174390230118	1.0672132420744	0.81176009578276	0.831270050389098	0.782775374877781	0.662360845143585	0.774956422166512	0.911902138912818	1.2390572437235	0.710548061401927	0.155963532241116	0.982014992678305	1.6003512616089	1.4426173564913	1.02002333053907	0.735272857464008	0.646176654759008	1.17192713117456	1.01768372189168	0.935534129393621	0.567841290277486	0.531767111269041	0.590142775665887	0.502264887931693	0.822897726294117	0.307540934294571	0.192223682548048	0.366491996272058	0.304842851953639
"ENSG00000144824.20"	0.129021534463378	0.969022385433858	1.3082548994599	1.23779545576026	0.501747521130623	0.64022212266884	1.05455348967899	0.378600127096405	0.298604126031219	0.756551161684348	0.843587554580364	0	0	0.233119089555862	0.913201300762441	0.684830924777162	0.89946625725937	0.134964921289065	0.701800425503037	0.703254292436588	0.625247209063968	0.741230660310699	0.212000717664419	0.383870867678389	0.635221871094417	0.988507861403764	0.878316606162519	0	0	0.115418080340881	1.20658600582829	0.589328278379006	1.05241260664224	0.672331171517139	0.354069751245742	0.979205571722738	1.19549521367801	0.549613248325197	1.36208641319574	0.915730280293838	0.719410664564187	1.12998861355034	1.50962145724216	1.52411004692811	0.571042031637447	0.74273702667439	0.878109445214721	0.903852414222456	1.20121737385481	1.37832038849997	1.22079133755116	1.37705144635303	0.465300516185965	1.21171684828088	1.36276310529314	0.445465963594754	0.239169768660531	0	0.963671011244251	1.28550612722044
"ENSG00000197555.9"	0.426394997999964	0.437787387861383	1.17592975960609	0.290056100340582	0.981919351731922	0.752422766440133	0.817800960398226	1.11182300626993	1.05710601756877	0.200737102169787	1.08115673043715	0.199620552464335	0.645772111719314	0.990934972481436	0.942453744200622	0.633643287994558	1.02068229565344	0.993993004588819	1.12534956212176	0.42443613784612	0.252295013551992	0.377668119535209	0.445806278482233	0	0.632405243337279	0	1.09959792228392	1.09242867188949	1.01760197114423	0.355736723752437	1.47485880293669	1.20098762521202	0.90296777579531	1.15706159664297	0.214261649644307	1.00140458012457	1.00614639914383	1.38879401727657	1.00205208642138	1.38345516007725	0.366763773555952	0.539190260338455	1.62012398466508	1.02470276420658	1.03838277332687	0.835474245026345	0.428080418458827	0.689445158347783	0.976340063997535	1.06572859130848	1.59252339502573	0.399460874893076	1.20802361937638	1.39582993808172	0.787235761179226	0.950925823383786	1.22903905123342	0.31719430897687	1.05558296985365	0.945835292844798
"ENSG00000139154.14"	0.282640464997718	1.03590990316187	0.811376775667838	0.769207222353042	0.713730854470151	0.730608446771562	0.65233500019093	0.617101894380288	0.737835601960603	0.41368727976733	0.166974223202956	0.715481815106066	0.259011695877701	0.912882287815679	0.427702753863363	0.985430471200395	0.704575988832349	0	0.677983222788774	0.666775526827451	0.387163763114378	0.800909992398705	0.596959577700879	0.663900688004844	0.749245582044025	0.979774833315086	0.289461586306659	0.745494790518222	1.05286386827016	0.886359275062464	0.448451809182847	0.869586456335384	1.26472265626526	1.06107090843639	1.2044985177538	1.19549969527761	0.700905868943173	1.08060467747265	0.692389690933714	0.769225392906724	0.710548061401927	0.853556290452749	0.679062165761552	0.928412602831955	0.892915592078935	1.08912555811965	1.15446911347998	1.38947417410056	1.0946232063505	1.19188813181173	1.40071273315798	0.840052973743803	1.22367321021537	0.976003506046933	0.542539180970345	0.405732658511103	0.846176882583466	0.468589386467055	0.847035799869516	0.760824375951016
"ENSG00000188994.12"	0.404351715313364	1.02222348017924	1.00184783617533	0.631236368826474	0.513471272682767	0.26518699594533	0.863482576588678	0.884632509398161	0.809555503087963	0.468708859170108	0.708462340330615	1.37771876945416	0	0.780105879311905	1.08204408981709	0.397558560612164	0.618270004680496	0.390562740419321	0.921573492717375	0.849408740602863	0.730194653548725	0.989307814727597	0.74897308025449	0.619411451310926	0.749245582044024	0.902730686777006	0.726052865768018	1.29589835505359	0.50763029713178	0.981387995901211	0.769604624287167	1.07694370263702	1.03664542936559	0.766129176035638	0.880103985894731	1.04619355440959	1.0049640344715	0.706532692657683	0.634726558488488	1.16774805137975	0.76662695100173	0.759191863282569	0.662357761374405	0.720617267122971	0.912207723529342	0.686516301094075	1.02979160493489	1.27323385891438	1.14005692278862	1.14838658869025	1.41429249670068	0.88220940797886	0.761644633426591	0.487838114808461	0.846517359839681	0.884599476130591	0.863441343417502	0.850787135889863	1.23673570075217	0.569311376258084
"ENSG00000166377.20"	0.717393608780578	1.00394504902696	0.607802121697708	0.386339939506184	0.41288009357326	1.07071151762236	0.783656865482263	0.825159292477127	0.672638323420638	0.501368076178387	0.78386404980079	0.832353096003576	0.259011695877701	0.396451165973964	0.508532001129507	0.443812094892321	0.636387005204816	0.511522211077064	0.521230537039541	0.648318657497668	0.709395959837448	0.586620414578837	0.594874617890365	0.770704115041943	0.633815840625593	0.898995067520445	0.771632222270405	1.26097024631976	1.21350112620573	0.458990131639302	0.495864554991148	0.612068806434227	0.865417572285728	0.636271614627696	0.981869519351725	1.31278639633862	1.13486411603495	1.01965893090706	0.791960687308147	0.102919938995193	0.941358069107812	0.967560174495297	0.826704391380401	0.502471778965156	0.933481010751778	0.730616757776424	0.855170040169504	1.12909286375388	1.52530594401173	1.09882996415863	1.18325223376525	1.1677307180398	0.793407130704925	1.26534700079943	1.22805483104462	1.03709365789059	0.767550735373532	0.91176080435741	0.331554208369274	0.693607126855153
"ENSG00000149311.18"	0.880469799373944	0.576039002034989	0.550906966320546	1.08265838915344	0.72368321647208	0.228452284528391	0.374657742485162	0.810004116316829	1.0568788903215	0.56704778944934	0.78310747603574	0.818171045654606	0.776268067359051	0.714016041012749	0.928366574940649	0.58849081419217	0.440346746845877	0.583720034779857	0.588850749718072	0.702994652225027	0.976426021659842	0.692700867127385	0.930939564068277	0.945249406240579	0.948179574801957	0.790950057288625	1.23370049041598	1.39928290655752	1.24452899191255	1.2273520416112	1.06897495296335	1.00033388500826	0.848733605625593	0.968572005625639	0.93662545477419	1.02261511952849	0.819027536073606	1.17106733710809	1.06785369324817	0.852937272722736	0.7712902800844	0.756659310665521	0.916368425406281	0.567485430801014	0.758362780166595	1.05223381726783	0.996406248896983	0.684810642551916	0.864365665801633	0.900863748645579	0.789936625756864	0.888151093575378	1.01560477045362	0.930619009415623	1.59527974841255	0.869468545637673	0.719583387530769	0.607364729662626	0.968352379679343	1.08490986720171
"ENSG00000169902.13"	0.585363511759227	0.684823043360596	0.598856820296582	0.613820990888289	0.653707845420347	0.60520824518403	0.823624165075132	1.06394460414868	1.01562349505099	1.09910691545553	1.00772015829204	0.970811083187714	0.537402686547011	0.81253978635658	1.06059936805504	0.874244450395696	0.809272059332271	0.390562740419321	0.90325686673986	0.75189540110924	0.822200973338195	0.827970193218579	1.03465368894493	1.18641445587122	0.79911089112455	1.04204766983376	1.24666192448272	0.849789931946697	0.992237235635752	1.27210237726367	1.29127984328185	0.941621644123747	0.96015050239787	1.12883426366024	0.975596279428992	1.48259517727208	1.32723564556648	1.50454292160279	1.03682267088485	0.722707799643085	0.765130502805605	0.710209584743309	0.324605927435096	1.08433767567781	0.93486675496303	0.916269552224822	0.911471962187436	0.933758018518731	0.805330664284802	0.969537282633987	1.31250128227368	0.816745405305312	0.919944042734329	0.892097347227675	0.942334415896018	0.828688370607565	0.957518891844635	0.547686545688191	0.929404239205132	0.525645660976694
"ENSG00000148925.10"	0.494118258951317	0.810146320560171	1.19857468928736	0.399393522029929	0.781334176665423	0.697513588710766	0.589097902372002	0.63548324745997	0.810899152976672	0.628719310637211	1.04006954339524	0.439415940800325	0.980408137418291	0.711952051830597	0.778812729842178	0.993584205351257	0.881480490371728	0.811852713292443	0.489455858501479	0.817479877738246	0.857294400867182	0.977361739387304	1.07471033221922	1.22211543820362	0.800072330883604	1.29140388769094	0.84826705342975	1.24758131554082	1.08599772776098	0.668577480121337	0.89139812557186	0.922708974973513	0.895278362746657	1.22509666647352	0.995030015422024	0.889323875896494	0.892239984971055	1.20451147714389	1.02081399118207	0.72612379907011	0.866298254913772	0.820265484212023	0.895641423854899	0.927016010766166	1.12112823464806	1.07372707620221	1.07639002353874	0.931630547209618	0.84509616535221	0.507064004186564	1.08243111503816	1.07102818793458	0.766804620820169	1.09545359195689	1.19375372010038	1.09340809373014	1.1082536424861	0.87658952243455	1.03515552458682	0.734713727122443
"ENSG00000112893.9"	0.705810058155828	0.594268253611469	0.967657638540829	0.570210150310572	0.960678102011697	0.503455245907032	0.900861129632267	0.564235253128472	0.920244711822659	0.424861097228135	0.77064873779408	0.785675412131029	0.537402686547011	0.79955531900225	0.913807098515625	0.994843015514458	0.90031502425622	0.583720034779857	0.48935883081221	0.714845201976517	0.88850692429208	0.78423989537159	0.643436232691318	0.677091723224933	0.753542705720489	0.988507861403764	1.08714017971852	1.46422930111849	0.679655852901453	0.836337949112437	1.10078310711239	0.81120496264658	0.99760182726417	1.15814732984492	0.51537344265676	1.14310879921515	0.563228582492746	1.34045482896375	0.925286779506605	0.957668189756448	0.694503677084865	0.612190707392252	0.913789221600323	0.960141772551325	1.47362199235057	0.959308361665746	1.16860195679494	1.38327326968335	1.06137191318636	1.0533646748935	1.30061677720996	0.755116593874364	0.856145888789454	0.563181244691621	1.26540685878571	0.272283404916492	1.24739486420053	0.680980958116522	1.13516232589947	0.800349444612116
"ENSG00000109762.15"	0.109098080247533	0.66441813196412	0.56832894351734	0.358513902430593	0.616985508611762	0.419344546790039	0.543680835806628	0.443956045819297	0.754936738348953	1.18258288272279	0.666197251264745	0.855075434467116	0.881108829552511	0.904427611831868	0.796979400751732	0.542340361164541	0.753689349923565	0.414895888701596	1.05609398579549	0.177934351112063	0.422230898476718	0.842512428411809	0.940877928498326	0.803372302811293	0.752472404273381	1.11514154506003	1.05274732206022	1.49734845275631	0.849512311160996	1.33865073261406	0.660861153806767	0.419361996049223	0.65680760742179	1.11302942829288	0.674638874225359	0.516022449957246	0.765812784237198	0.969337539554429	0.902019124898134	0.681179901125963	0.683289220162995	0.581223772883205	0.476265120551786	0.927178254097649	1.38905096510526	0.687719365441631	0.643414904842067	1.17908870573866	0.929237121775949	0.893767804689712	0.916752651139943	1.33892735119687	0.63256412536827	0.775854281617967	1.00824702785298	0.87379773915137	0.576810968477705	0.647342681530426	0.909146582252584	0.6629681379301
"ENSG00000099331.13"	0.33088187668971	0.332215567296738	0.877497415446343	0.823560369534332	0.306257363667276	0.521087425030396	0.720886628346126	0.35026698220797	0.919145653490587	1.07980438669815	0.793775838757479	0.855075434467116	0.420142160060707	0.629301484535205	0.814416567552541	1.00641819602604	0.768650950318718	0.437937703943703	0.793386120774263	0.779438173483536	0.746452057328795	0.832475641292511	1.29425727183992	1.3574222263965	0.842966671539413	0.827087152986322	0.976723029874112	1.23587919196009	0.96169636321319	0.757299851566953	1.25985652446495	1.40191539778027	1.12683197173513	1.22787192401253	0.806167184043397	0.979151633688361	0.969926636802672	0.827289549293755	0.968640192064954	0.723657350959881	0.980037940234994	0.394431558463354	1.25019836796091	1.22882391405544	0.753770985377815	1.16687777383279	0.73847976870072	0.761186300815567	0.757981696679228	1.21849570316674	0.741987455316692	1.24301336318617	0.764082354407206	1.15315233943777	0.986074702566159	0.87379773915137	0.808591113168012	1.35415216228465	1.16630549759463	1.11228886775574
