"03D_BEAS-2B_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"25D_NCI-H1703_2"	"52D_NCI-H460_2"	"34D_NCI-H1993_3"	"38D_NCI-H2073_3"	"29D_NCI-H1792_3"	"30D_NCI-H1793_3"	"05D_Calu3_3"	"18D_NCI-H1573_3"	"19D_NCI-H1623_3"	"50D_NCI-H3122_3"	"44D_NCI-H2291_3"	"51D_NCI-H441_3"	"57D_PC9_3"	"23D_NCI-H1666_3"	"48D_NCI-H2405_3"	"42D_NCI-H2126_3"	"27D_NCI-H1755_3"	"58D_RERF-LC-MS_3"	"17D_NCI-H1568_3"	"46D_NCI-H2342_3"	"16D_NCI-H1563_3"	"24D_NCI-H1693_3"	"21D_NCI-H1650_3"	"39D_NCI-H2085_3"	"53D_NCI-H520_2"	"54D_NCI-H522_3"	"02D_A549_3"	"37D_NCI-H2030_3"	"15D_NCI-H1437_3"	"41D_NCI-H2122_3"	"32D_NCI-H1944_3"	"36D_NCI-H2023_3"	"04D_Calu1_2"	"33D_NCI-H1975_3"	"59D_SK-LU-1_3"	"09D_HCC827_3"	"12D_NCI-H1373_3"	"06D_Calu6_3"	"56D_NCI-H838_3"	"11D_NCI-H1299_3"	"45D_NCI-H23_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"01D_A427_3"	"22D_NCI-H1651_3"	"14D_NCI-H1435_3"	"31D_NCI-H1838_3"	"20D_NCI-H1648_3"	"26D_NCI-H1734_3"	"40D_NCI-H2087_3"	"55D_NCI-H820_3"	"43D_NCI-H2228_3"	"35D_NCI-H2009_3"	"47D_NCI-H2347_3"	"13D_NCI-H1395_3"	"08D_HCC4006_3"	"49D_NCI-H292_2"
"ENSG00000001629.9"	1.00964320535761	1.04473083760611	0.78077285529219	0.742045023871343	0.793510638666558	1.73052382088982	1.40766511581902	1.27672913069427	1.35149691331194	1.30983896492699	1.61845689876646	1.3266898209183	1.47638137809946	1.51947215668188	1.49410335111494	1.26882171628315	1.15314815528845	1.45658710742167	1.41466072510705	1.44876540038962	1.38530296857269	1.48581182422952	1.66953520518891	1.252437456835	1.70932858211018	1.54110768191354	1.44557685952949	1.30574890098537	1.65310842360406	1.0192637553126	0.869741126155309	1.2433564841918	1.29700512520433	0.962860470860022	1.02556739676931	1.30756328363988	1.06149215965886	1.37047347158392	1.40888555483643	1.56476176316757	1.02422953006719	1.08959731869018	1.05958121122243	1.12733118963473	1.3477627094851	1.31038724303378	1.00131413048431	1.04355778296861	1.19426798512357	1.12996603862545	1.25007721945852	1.25663626638211	1.20320210616225	1.20842419970739	0.824437145656283	0.961320228452159	1.18372993510056	0.965469593650405	1.19278387512884	0.476139873981595
"ENSG00000117868.15"	0.847990001757961	0.954220000812815	0.9223402397783	0.616573912070084	0.976728295716184	1.18362436369866	1.15443783250014	1.42885078882819	1.45313498384094	1.53283744110317	1.15907518887611	1.44485601336972	1.29436076245586	1.63453070139501	1.82463587931674	1.54687933329062	1.0733054154355	1.23654646130031	1.6309528660822	1.35287922751921	1.23061354858857	1.70640922840231	1.80878793160598	1.33410328299287	0.896698997986175	1.69807850237518	1.69740024868513	0.895224869658973	1.15410428679659	1.32627234745478	0.910355683673572	1.28920107219854	0.913898260864104	0.6695741626818	0.979886738667382	0.895227037042142	1.31497499503416	1.52901034820621	1.42105246104483	1.45061076218358	1.3209658877187	1.06210979313829	1.20515058798388	1.41423891640915	1.59610247819339	1.47129919748282	1.11185528730409	1.34826859419885	1.5390686923469	0.883136600229271	1.43898541782654	1.28502326316429	0.645609007352955	0.888096845762674	1.4242709501505	0.899836754850557	1.30597706815476	1.32493340030971	0.860574470705938	1.1925617615881
"ENSG00000138674.16"	0.982184246731283	1.48995191053316	1.41087770386436	0.488284797766967	0.732428356332671	1.26030370798658	1.2214802223934	1.28379103261914	1.21771606225368	0.917613271696279	1.47996388061752	1.32998890228081	1.2919049519248	1.54556533739903	1.48515106704715	1.06198941434952	1.1989523815745	1.31101095388601	1.4440768419651	1.31070766419724	1.28805965059564	1.28723885962351	1.77483167598461	1.42608176802415	1.40745865296881	1.31420322664525	1.15904108218798	1.34254092258311	1.10172180495843	1.16290559128927	1.10925972738904	1.2433564841918	0.987502906802169	1.18401384991167	1.0535887345372	1.21275935122518	1.31261717694641	1.71053798063883	1.17128696207507	1.52865210792411	1.07280915764153	1.37130224220589	1.22977756781846	1.16532255944608	1.02096968817191	1.21286305831017	1.17553309920543	1.23073855760568	1.50391495010971	1.07187496725486	1.00093970092003	1.30126053115294	0.5994730635149	1.01002714993256	1.20325796786388	1.18487432372138	1.39568448606864	1.36000149186547	0.847501241516174	1.08808095506152
"ENSG00000134851.12"	1.17095403110677	1.48553056757416	1.47608062356134	1.06759247303882	0.976728295716184	1.30378645990706	1.5477429424741	1.3739790550463	1.29904052207378	1.31932080672558	1.50170882563356	1.59342383156713	1.46002791395988	1.84355771462051	1.39893237058321	1.24316259428139	1.30081757385818	0.836726487170398	1.47300306817826	1.19264677161524	1.13706133665266	1.23807240975437	1.511419671519	1.57626112507882	1.64084240926206	1.29178989965817	1.80954314724385	1.18087892722207	0.942624185916599	1.10145906479682	1.2259985163396	1.26668267977952	1.10481517318924	1.20892700758947	1.32604487976613	1.15988544801471	1.25315739108887	1.79362588507109	1.20225657737297	1.1056720169982	1.19560485756129	0.996965846535933	1.03574701516655	1.43189066528115	0.703256139555866	1.28586779154086	0.936324277135561	0.915301160507266	1.33428782769587	1.59400909180714	0.952127586684202	1.06609441550439	0.746305680423001	0.944030383078507	1.28016034744418	1.21466588431273	1.21407432203574	1.41085480466157	1.05379298397339	1.21007620545176
"ENSG00000112851.14"	1.32447159336535	1.2331509219651	1.06840191031391	0.907076625236309	0.719258883557869	1.82521104555295	1.2738517220403	1.29703679331914	1.83393381848413	1.70807213661329	1.28458649715496	1.25846584786575	1.4492960931798	1.50245396635045	1.4325370883503	1.17777190463154	1.09550310177891	1.14033413373982	1.41889704300161	1.50880704695939	1.40693182105157	1.063289949266	1.64245343432286	1.23206293113479	1.61248765285979	1.4498062481232	1.81043295170172	0.681394876002728	0.913177154217832	1.49207594952205	1.59154389435929	1.29682664673344	1.34427124597374	0.939289145290837	0.984373378796418	1.39321581108986	1.38134907067006	1.28873169974976	1.58271854162364	1.76733467162876	1.33440183138935	1.21950705125529	1.40688284505131	1.18847108823506	1.16722017674764	1.19283222325427	1.30726567262081	1.18139972867017	1.05470524127295	1.45360773431795	1.32348035894344	1.23387370148971	0.907609180000728	1.24740606880922	1.09600798522389	1.13421451659454	1.51881557039685	1.11877445987652	1.0691253474882	1.11211601458309
"ENSG00000198648.10"	0.909770345946024	1.13324285066951	1.22570311109661	0.825319958283467	0.637780837176819	1.41653541820238	1.85338435659021	1.31584171986284	1.28884461039944	2.25426197828862	1.40247904060049	1.14954277002774	1.64851573656446	1.80521222890229	1.48592499223245	1.53286545439656	1.2055719523943	1.20954492030783	1.14797893606874	1.16991236675672	0.962978919416102	0.543415287047052	1.5312289319942	1.22300224565027	1.28596941048788	1.35499996853846	1.31794265418913	0.908476717274274	1.36222396991862	1.10654673052061	1.4464429352246	0.964195356454558	0.710948563415403	0.826829527426721	0.750423933895292	1.1656734789515	1.14419888853955	1.01171186522046	1.04215937944576	1.42170635149561	1.20455525887394	1.13272065342881	1.02000447360943	1.03062525782091	1.42115648277756	1.41633244539439	0.945852336201321	1.02096492189241	1.43210951129048	1.0710327813931	0.909438639260306	0.972316409037115	0.90557503196185	0.644569104173201	0.847599850679216	0.840983367083983	0.804069703475896	0.813302285449538	0.76907906886058	1.30521050295545
"ENSG00000072736.18"	1.30534868258235	1.11524753412486	1.14997783465258	1.02637809179844	1.21500346647388	1.39216681519079	1.444465413632	1.73539158902472	1.61618126929873	1.59074660838121	1.65816230762033	1.53187612716144	1.072205510331	1.25587221729276	1.34148808495074	1.44312259754771	1.31118648972268	1.22886613817816	1.42523910124225	1.53342901205412	1.31011043766803	1.67482340926156	1.3833486938677	1.54751403831873	1.13144359391618	1.37335061896506	1.36454148857995	1.5138486601329	1.51484800820225	1.45450286424276	1.34103182791575	1.35041203298934	0.866411293837373	1.23961924105169	1.41207765860625	1.28988129406224	1.34687302271288	1.03618530756703	1.37826345714563	1.06700928001433	1.6706564234302	1.65451313983793	1.57546904638436	1.4573514338727	1.3822844540585	0.922905024857141	1.29209894790014	1.43183626813193	1.13427381650474	1.29725522758397	1.20937835753433	1.14721004139997	1.0079055567899	0.706030435794536	1.10542196019139	1.19102179502341	1.01811788523446	0.854921071254761	0.564577948601491	1.27735834290193
"ENSG00000174197.16"	1.16862956425011	1.24909624935667	1.21608688270251	1.18346189328359	1.06117497512507	1.6813482541516	1.6055455432803	1.67375182862558	1.56803088451706	1.29346428724899	1.5570393165414	1.52541498682242	1.77358150901816	1.12663082268647	1.50518760839232	1.57538937399916	1.4499738580246	1.408491101782	1.40382808506735	1.67257194127043	1.37760525939011	1.7153354544301	1.23184436512823	0.974474023583224	1.48816423930254	1.54002925851375	1.51755252553589	1.75454000606176	1.68792036205191	1.31291286544356	1.42957592358056	1.18253428479586	1.13727675739046	1.17523858210546	1.4188916837136	1.15366864189842	1.29629329431518	1.05209844756653	1.26028639892026	1.16306386488098	1.48565490366953	1.85898526046201	1.61477863036427	1.71466462319326	1.0413807796211	1.04708900408935	1.46455055901272	1.16755272641802	1.43425209631559	1.4010309000549	1.63053449937284	1.1322781507318	1.10833646103912	0.962047717801377	0.792010323958626	1.37317477917014	1.06731785669042	1.13241991006989	1.15990349770513	1.11258392615531
"ENSG00000138376.10"	1.38631930905554	1.0748657388135	0.961037751055296	0.861646342122042	0.899151354737435	1.19928008545692	1.57556727265909	1.31776244950389	1.80067238343484	1.67155566244983	1.81670898878239	1.7405657421251	1.52544262548587	1.60547486061996	1.53214575874882	1.76975500741899	1.09502230994084	1.37659041562493	1.46025711382316	1.37875751436933	1.4511698407644	1.73979654864277	1.45445826081941	1.14632502520489	1.72065149508381	1.58183981974513	1.69766844021207	1.20221458256755	1.45725851109312	1.20515717122296	1.54049260372119	1.05923706638937	1.06204954899021	1.03658239468887	1.32630823932598	1.18324442755273	1.01621393075923	1.30274084492582	1.06871244453395	1.53601723363831	1.45768716329131	1.49754606173433	1.38582652323127	1.53572925917563	1.48050028016963	1.25558570467054	1.14017006288785	1.05647714994696	1.25057630390038	1.37476247511205	1.31699115807587	1.32672163408422	0.932068961104709	1.04708566958268	1.22624568299753	1.3065161630874	0.998524793901437	0.899191616911166	1.09885876801012	1.27543406199735
"ENSG00000156273.15"	1.53616089663404	1.58796320524725	1.36237193635464	0.825319958283467	0.894710507547603	1.28129730997832	1.10584470643101	1.54592701226565	1.59708343214199	1.45925809070629	1.54645145230182	1.32104596941002	1.31603607694537	0.949810511170155	1.49823145598802	1.31384984051987	1.17992742980078	1.6512168826746	1.10870416169963	1.45175818565369	1.43098356056939	1.66726801218511	1.3282068009915	1.3781633220145	1.76250943239376	1.30079493601398	1.4439662430434	1.5004698794591	1.53503430573319	0.964526741776383	1.20238499447391	1.03458141079475	1.41822323285885	1.41879617326511	1.42296682966011	1.40272920798725	1.08092486847086	1.45614758333811	0.93072957858609	0.934501645944339	1.36765177489196	1.66078983846763	1.27788329756602	1.35299162880952	1.09485137459542	1.1264101605226	0.992939456004125	0.902080888241937	1.37302164631212	0.606469988078756	1.19776508302166	0.867575060851333	1.18058718654226	0.919858119574745	1.22356137927573	1.05943487047228	0.831455479785962	0.827439165188559	1.12788562495558	0.952933508360578
"ENSG00000134644.15"	1.28055212791207	1.05050025874371	1.01562796916989	1.03081816748732	1.10792742325006	1.28482778959439	1.21914563733197	1.29502259877542	1.37549587584957	1.39172217883305	1.56449525513601	1.61695565926511	1.19522278938006	1.59476356877353	1.50149171586158	1.13637303756834	1.38510806880599	1.05235759648928	1.38744232802961	1.53840498496304	1.3261046407955	1.4467107199365	1.56697613525158	1.20433750673272	1.34761565078382	1.56426703988422	1.57400023694597	1.28355890980612	1.53819393882192	1.10331639411159	0.81156200080655	1.11287582420846	1.05449342644707	1.03727761710858	1.42768759502055	1.17965777065687	1.10094021294673	1.27666730074181	1.29558318095963	1.03679864139801	1.36901786115803	1.31049183625739	1.09833337072146	1.59696083911878	0.890301141795582	0.938171826367129	1.15685026633299	1.16157626856623	1.24842286016064	0.981647473586322	1.04967851699954	0.867250465420905	1.13426163328002	1.01242317586181	0.868176886793658	1.13546248535552	1.15347324407109	0.956324169067493	0.744994023738212	0.753542705720489
"ENSG00000157540.20"	1.04319562697508	0.982526666061612	1.16310573483532	0.649677921580284	0.645772111719314	1.30538859496615	1.24251975491685	1.35203208148839	1.46871074283285	1.28120657197678	1.64219041114044	1.83879235240778	1.33862437348577	1.31350516476309	1.42256992568054	0.877720698029827	1.22363880244812	1.2437976271572	1.38245006482494	1.31705325140831	1.43136564986207	1.64169954862495	1.1147157819629	1.45177086258248	1.51588384242429	1.54400075088609	1.72533333264559	1.32323168207299	1.6972033579664	1.11978503661724	1.22322265558673	1.20594894837086	1.32607828335307	1.31012643577061	1.60251172448179	1.09211723876614	1.05285061812625	1.58583388807709	1.21934017116934	1.06440955545724	1.39207261313532	1.44576179002792	1.28375422258593	1.26760275167691	1.11655940594222	1.09503295647512	1.29037015706256	1.29053295002753	1.42936255617424	0.723977395964364	1.30356609609028	1.09229881797712	1.15690022851275	0.740570597951036	0.858010225803962	1.21985342060018	1.27208238226257	0.929910857298772	0.487996901122336	1.44843782724245
"ENSG00000204842.15"	1.22556512411938	1.02683687193141	1.04680533666846	1.0887572681402	0.56686735750592	1.36109555217815	1.07607841488268	1.47114559917905	1.31572345548023	1.50412833122909	1.28312246468427	1.53515734122195	1.43387150331786	1.23875582457655	1.27287173011214	1.42846436736658	1.14847240781819	1.16518856692268	1.53741779842244	1.3411986554054	0.996141243281469	1.69959091574926	1.32284254972658	1.23842608468852	1.44673744611048	1.38538482569144	1.62777056725067	1.13531143152818	1.14955284079828	1.40884096023586	1.28119824286781	1.34486866873347	1.0990773990547	1.33027764515916	1.17707060458406	0.868570417981145	1.1655862783317	1.62972704257081	1.31072698556996	1.429066139532	1.57522813990018	1.35191595900672	1.3820786434367	1.50844177382826	0.695138932400525	1.16779323305147	1.2833077006997	1.03406350807365	1.23296009497351	1.20237922935471	0.979959497813323	1.21013432942477	0.911949003396756	0.890057818657523	1.07735438477315	0.899025447163602	1.40295428398456	0.891894554684127	1.10063067196717	1.01388969802755
"ENSG00000120071.13"	0.913530827521298	1.15119012589809	1.08297344287227	1.19373281334918	0.537402686547011	1.3142820268506	1.39395236443126	1.30962777867683	1.35755087908421	1.81549474262414	1.29004144758178	1.49366806131877	1.33473677405435	0.808612125566252	1.64565883267395	1.32524785466091	1.24500300988766	1.29064830149064	1.09685774842194	1.33926621176243	1.4158122300379	1.3615077593556	1.29687761103245	1.14094910980753	1.03350690978581	1.52169033666893	1.60596350083354	1.46422930111849	1.84255985708398	1.35975662371947	1.02017016998731	0.830358062351811	0.770695253506557	0.957062193519656	1.07004561069117	1.32712562315643	0.852656683650507	1.09488335522521	1.13998927566558	1.23840829910969	1.37662713401776	1.50726017670577	1.14974607246261	1.50284860685586	0.850435493807708	1.19875696650157	1.55591377580113	1.29904307944127	0.820209103652324	1.32262264311339	1.01442789626917	1.0809895278421	0.821237638086946	0.860769651694359	0.81464280425891	1.23772631830209	1.17911530527644	0.574175201141169	0.855529164816401	1.0115354040806
"ENSG00000142599.17"	0.739127488343534	1.01354760917721	0.994041029232621	0.942825225509231	1.02926511325738	1.35532113080095	1.3703502023751	1.38341480550277	1.00809531333168	1.39503427708197	1.67056727897429	1.34544236322482	1.71660212763315	1.18556965185068	1.48506883329747	0.748044356443667	1.168105808027	1.69749407895856	1.43694894377583	1.61914260305295	1.48856754848337	1.25384666676303	1.641468484856	1.29626745431511	1.2010320292057	1.70705782038938	1.56848229841679	1.75601481679924	1.96986951999435	1.29460993778558	1.68659752905601	1.22546452367142	0.931309204132512	0.999862956289431	1.25739676088234	0.79573505866228	1.06254278463975	0.865911194600632	1.19337118991908	1.00204312461323	1.47288913499062	1.69978408468716	1.32065681972495	1.70745622369407	1.19462600020826	1.29990217222407	1.39741722512708	1.15608279327273	0.91181145408831	0.981647473586322	0.796335094744917	1.21718422281422	1.05948042668879	1.16289821548345	0.84474330558567	0.96686560356089	0.778747357401694	1.20811960814475	1.08418168140944	0.798147318209934
"ENSG00000062716.12"	1.07785162657707	1.01856085856295	0.928269217438362	1.34889883414823	0.547448003087755	1.31770135729463	1.24323646836023	2.12135580486395	1.11288300225939	1.30799413276485	1.32158261372367	1.09545359195689	1.45742628371851	1.42081147627389	1.19151550567436	1.5453887888371	1.21533710559742	1.68112636197376	1.47818838346327	1.33905526221674	1.5226393325688	1.02759943573642	1.13531180114017	1.59556774714928	1.86498064515961	1.05484197673706	1.51233841411128	1.02534255100578	1.62276777998108	1.3808192685523	1.30418773870935	1.14360869705943	1.18170254776328	0.795328695696657	1.43795437982033	0.781218928074476	1.4706997025	1.3790227197804	1.24314205999749	1.27419976682019	1.30593725030951	1.09262253006094	1.37995364341727	1.7035821488754	1.17657599544704	1.09153376819785	1.71035921855127	0.911720396241244	1.30471830103952	1.12978441353261	0.759744412328208	1.36293054190323	0.818754628854903	0.782144899092218	0.9329649987797	1.38775258740209	0.750667943079929	1.32425931265566	0.792738014327298	0.56209467335212
"ENSG00000109184.14"	1.25786082620627	1.03288381759816	1.0392559912092	1.59664998162028	1.16952453747766	1.45062765461588	1.11326403153928	1.57029947125372	1.41060634205301	1.5537835074221	1.89378682620332	1.25280349916837	1.19495462717046	1.41834860949613	1.49353325965586	1.29011512839562	1.29626735083916	1.30153646255329	1.05622768327269	1.63225920502697	1.50431657174793	1.02051317790137	1.44735098072633	1.64233755828098	1.64468477285029	1.54174969630013	2.16444388880676	1.34829581689752	1.77115724240202	1.47106397452842	1.42156220642025	1.41446831519664	1.27863548634477	1.38810078534886	1.56010434318821	1.19668271616025	1.0697489235604	1.56214162495489	1.34365746156166	1.35305758590521	1.25285990298495	1.42766169054757	1.21557776794999	1.83300069471685	0.669056894002558	0.871069838385199	1.30683404969901	1.06057130236297	1.46414527454941	1.27952941027917	0.885149739205801	1.15802326620324	1.00206624805009	1.03533284309302	1.46216141368791	1.2956158160634	1.34335701307052	1.19206926909148	1.04504490544704	0.476139873981595
"ENSG00000140374.15"	0.585611911066208	1.05510675172005	0.969877811335659	0.638921204891049	1.11604686995844	1.38443561516035	1.29178425999217	1.61406061472814	1.24046177478232	1.46136193802979	1.6604831020677	1.59072830161178	1.07940129242395	1.32790811130846	1.1196847459432	1.49903383704901	1.18817746186195	1.27617850020781	1.68522676268653	1.19267976375254	1.35902434018622	1.7654610271263	1.37333358631994	1.3314856816021	1.51018950974247	1.50047089668172	1.25174277971919	1.28318105074239	1.29912683861981	1.38958639697749	1.54095381141847	1.49333546251718	1.28742153052399	1.13574071889051	1.05530763314386	1.01178338889594	0.891111005413099	1.12316102755883	1.22548381071736	0.954432438906606	1.43830148539225	1.40298118853073	1.24744121670881	1.15321592256647	1.23977960180275	1.10197647306587	0.863582875820529	1.07644543453875	1.09801372324612	1.17955722230906	0.894019209563989	1.08861645956835	0.99499087099814	0.8430889577231	0.912216684034735	0.95155558360029	1.060444350129	1.34649776398359	1.1649333759256	1.01035345379422
"ENSG00000102893.15"	1.13031190715569	0.902135138219222	1.37877273695217	0.758892102278337	1.09934085586155	1.53595799768097	1.16265920023554	1.29777041442192	1.52587893249499	1.53746900568311	1.47515563968745	1.65782522558619	1.22553182132642	1.2375477004878	1.41736769248042	1.61114579223462	1.15821819571211	1.14372017930382	1.42309501740722	1.47394129095528	1.58399208150566	1.63920932217106	1.26956859249069	1.07974404363228	1.59155467769459	1.52878506145043	1.66492004737992	1.66401674890403	1.04463357216609	1.31490539966834	1.52775492675315	1.47387057141789	1.34653964349589	1.32736233848419	1.09077172112509	1.24577724718838	1.18506208852905	1.31302268612326	1.37190026940036	1.09036950460641	1.37450457419921	1.57095347996535	1.14723690986947	0.642567898085146	1.19542246467756	1.16988873053303	1.07494755100769	0.919900233478509	1.32270144979776	1.07145407847029	0.909058026378713	0.775601323846623	0.904348715894307	0.98383059557694	1.18903441094155	1.02230567304371	0.57622138389547	1.21551976918817	1.22161785046774	1.15270908509606
"ENSG00000164808.16"	1.02331089265995	0.534101936033728	0.891362566659314	0.839274149025449	0.949616559936683	1.74040787746713	1.46452112896953	1.12798710741192	1.26194984038219	1.28065370530588	1.39430916361321	1.73299070707931	1.24034605913433	1.32456474115106	1.46361202311561	1.327757034527	1.38682982801962	1.36803175534019	1.21355155301751	1.41338728903907	1.06871983091337	1.71039872442269	1.82277721703126	1.85062514865072	1.69276942932211	1.44050281757171	1.87170832677916	1.17385186268028	0.834791264197933	1.21566001205594	1.35385829111159	1.30797044048985	1.18847146952611	1.38396635382568	0.92493284956851	1.19478823189275	0.962870147065356	1.04577654861855	1.04964671005151	1.11024564177764	1.46379711612435	1.37518476535662	1.31310212675899	1.38916966493486	0.814954141319903	1.19571545157522	1.24611185525014	1.06734578600431	1.63040736291686	1.24935572330747	0.934469780491604	0.852574460688723	1.03248322697605	0.786611066967345	1.20756703446739	1.02872588686227	0.780973215615859	1.14987828793753	0.858445805605161	0.56375269360157
"ENSG00000156787.16"	1.3758013960514	0.789405528309563	0.837400539782608	1.04534316005289	1.10792742325006	1.57639010648065	1.40309858003783	1.24879168776307	1.20622614687753	1.27938286019366	1.70408793353701	1.67723818671588	1.24255694009206	1.32755464332643	1.09788649842376	1.42108395708648	1.19873810919589	1.2403792437185	1.44815390404548	1.34312253849348	1.49153781101334	1.18934679166738	1.31739708936315	1.68418902955613	1.57251304328138	1.24010772404362	1.33580373474954	1.6558067478069	1.28236114050226	1.37796570708379	1.15615166550498	1.50226773318149	0.827411021415575	1.75589387240689	1.55391154902024	0.827087152986322	1.12545104401448	1.30057197136908	1.05981990026489	1.18541861077135	1.26374001483621	1.12485949748762	1.13917727670221	1.11335714958656	0.615259225669435	0.909648857014995	0.759278013774799	1.30753469452283	1.39968691198863	1.12124617738562	1.12111994766838	0.949806545350745	0.913154074738259	1.24129666696016	0.738405333730999	1.19658576700506	0.693938967037947	1.68216294947917	0.564577948601491	0.845569026497339
"ENSG00000198589.10"	1.00702484219267	0.93773241641218	0.335863619645623	1.11625680229496	0.836972894740935	1.22656818328245	1.44166975063211	1.12500923016796	1.56432908426626	1.81627545574049	1.76981191125518	1.46901859185221	1.34283029142583	1.6348621443624	1.56072216578116	1.45785277167444	1.06408184260002	1.35780344121657	1.61110754121928	1.12724820314284	1.32060600117548	1.30728450732232	1.19781202854319	1.69011280947253	1.37036105196447	1.5841675384063	1.46309242495102	1.21617159094847	0.711995322316244	0.989710374034383	1.27896499023326	1.16936028345731	0.861190932845545	1.22451795344389	1.04692699065848	0.790950057288625	1.13706820190301	0.943540947255343	1.17373555750231	1.22010758880337	1.41625582287633	0.718989702949621	0.796739764795199	0.939969055664324	1.10331605436027	1.21530112054621	1.26726471174104	0.765531844239619	0.922791152348068	1.39388189476742	1.32257119318911	1.10775660435338	1.16583681934944	1.21874770803203	0.940436080751604	1.13556179499617	1.20435806555182	1.44510124169109	1.17978582534755	1.0361679179545
"ENSG00000168300.13"	0.954985797499056	1.24991816137356	1.14558231881614	0.673891024345523	0.645772111719314	1.46105189695523	1.38171134025502	1.04271730955097	1.01597672008257	1.11542211086479	1.15514820454092	1.35401024252491	1.55633044139953	1.2986770896645	1.39782797527554	1.09400867630021	1.49989451827891	1.36844840679795	0.759105713768682	1.29758604764757	1.28245644290241	1.56515595207177	1.27631711711054	1.85374130222046	1.30401322688963	1.36992698919949	1.51691992697667	1.46083515991119	1.11108275427762	0.935201480114909	1.1628172462115	0.993912273075914	1.36428820935053	1.52950441584776	1.04483367553642	1.08280231336489	0.948846529123372	1.47513489237441	1.12560726920677	0.845268940644876	1.85999840885003	1.39512314152707	1.43206570055311	1.47801502269869	0.862821857690551	1.29454749879427	1.00884495150286	1.04864028320481	1.34307767370649	1.06146201110521	1.36083401809607	1.48553985008164	1.21610782168455	1.01002714993256	1.4692914736433	1.24683762372083	1.06246984670401	1.74804703393558	0.910258378017123	0.917817486580936
"ENSG00000197102.11"	1.01263378968532	1.27278472088274	1.10865574486504	0	1.30083222318109	1.20384871628569	1.48169201349039	1.6116174636792	1.48952485210477	1.23552484981036	1.14428894139299	1.67206361205697	1.3898637869549	1.14953517456778	0.927368164899096	1.55008575838537	0.697205254186343	1.13713667724185	1.30621719847853	1.05775740311348	0.930108302362321	1.42947429555751	1.18867395824027	1.60128562950928	0.858381388563682	1.15695382862813	1.39911617051739	1.51340392286551	1.32297004933514	1.57524514559636	1.7475885991681	1.39436739734031	1.22933663779574	1.20537791701628	1.36411868519766	0.781218928074476	1.51611266171395	1.45175450680332	1.058938641318	1.07583285363246	1.36030480322277	1.30922972889786	1.2406015087363	1.10178080337823	1.2769425915478	1.28169585878409	1.17249935542833	1.0505197115448	0.899633594426019	0.940750209861257	0.682409731107762	1.12773192733212	0.789797936502553	0.939320967742526	1.32532387328703	0.949648190846579	1.40043839806594	0.86013581356372	1.33119828628737	1.13444589992479
"ENSG00000165629.19"	1.44390984094904	1.24837699446946	1.17352859472435	1.02637809179844	1.05504704171954	1.18554487417793	1.38637192887334	1.56716032190989	1.3775370833099	1.33315394123705	1.57131462904751	1.46928315457169	1.44961736029692	1.21919650376175	1.30864371061236	1.41163850953439	1.32403708026124	1.19492061216736	1.3023880240071	1.53200284100266	1.38257470623955	1.05526705878965	1.23989568428133	1.62893036267381	0.910660783943318	1.16991996501752	1.13396218648858	1.61585876384142	0.84120133327491	1.47931324801662	1.33488026971525	1.66677349189741	1.43096595519164	1.48548709364083	1.05877897339428	0.880477639813852	1.7281822593742	1.3693077612185	0.936048922124561	0.821566044032987	1.39122688699391	1.12296937143445	0.703327743884877	1.15326814861981	1.05721290728148	0.953735651363791	1.45760040048317	1.15842010547713	1.39385236462767	1.23316335399757	1.1111920198413	1.11699728321403	0.835245384857585	1.16142557590762	1.16500691878859	0.962525147909722	1.13749827918071	1.67301054466264	1.27458366726093	1.61060475906166
"ENSG00000073417.14"	0.922780440667617	1.11907859556207	1.08395129594421	0.472598327729948	1.14985434147831	1.29421697035097	1.39198546944906	1.46539314331542	1.04318356439572	1.40198643778247	1.39679494609421	1.84108644518135	1.79550598183474	1.20340632956339	1.1260273358969	1.29375612237866	1.15104034347987	1.17472047965396	1.11093233292987	1.10385389681496	1.17265284780719	1.51349366478066	1.30605155799247	1.36047607661178	1.3549196138422	1.41604467458331	1.4893234345867	1.08379842177394	1.0100452843623	1.77044721980385	1.65466632573556	1.60856577372222	1.4840808404618	1.08101031641168	1.06440339651953	0.827087152986322	1.26492136902815	1.09221524693885	0.780553875964548	0.789877259366574	1.37286978696749	1.18870552294499	1.18932472082148	1.41129369057094	1.18479038766361	1.10539285223677	0.871031904373497	0.889938138519703	1.39089074381755	1.09157869822676	1.05090288022197	1.00973648289805	0.78403914663154	0.611460128704693	0.583346655260324	0.658377337442374	0.947500937129196	1.58432467382475	1.04463285265414	1.11351823961763
