"53D_NCI-H520_2"	"54D_NCI-H522_3"	"11D_NCI-H1299_3"	"06D_Calu6_3"	"01D_A427_3"	"45D_NCI-H23_3"	"03D_BEAS-2B_3"	"25D_NCI-H1703_2"	"37D_NCI-H2030_3"	"10D_IMR-90_3"	"60D_WI-38_3"	"46D_NCI-H2342_3"	"07D_HCC2935_3"	"28D_NCI-H1781_3"	"05D_Calu3_3"	"31D_NCI-H1838_3"	"08D_HCC4006_3"	"21D_NCI-H1650_3"	"44D_NCI-H2291_3"	"26D_NCI-H1734_3"	"14D_NCI-H1435_3"	"19D_NCI-H1623_3"	"27D_NCI-H1755_3"	"59D_SK-LU-1_3"	"32D_NCI-H1944_3"	"56D_NCI-H838_3"	"13D_NCI-H1395_3"	"16D_NCI-H1563_3"	"23D_NCI-H1666_3"	"49D_NCI-H292_2"	"09D_HCC827_3"	"57D_PC9_3"	"50D_NCI-H3122_3"	"18D_NCI-H1573_3"	"41D_NCI-H2122_3"	"17D_NCI-H1568_3"	"34D_NCI-H1993_3"	"42D_NCI-H2126_3"	"47D_NCI-H2347_3"	"51D_NCI-H441_3"	"04D_Calu1_2"	"12D_NCI-H1373_3"	"35D_NCI-H2009_3"	"30D_NCI-H1793_3"	"33D_NCI-H1975_3"	"40D_NCI-H2087_3"	"20D_NCI-H1648_3"	"55D_NCI-H820_3"	"48D_NCI-H2405_3"	"36D_NCI-H2023_3"	"38D_NCI-H2073_3"	"02D_A549_3"	"58D_RERF-LC-MS_3"	"15D_NCI-H1437_3"	"29D_NCI-H1792_3"	"43D_NCI-H2228_3"	"22D_NCI-H1651_3"	"24D_NCI-H1693_3"	"39D_NCI-H2085_3"	"52D_NCI-H460_2"
"ENSG00000168298.6"	2.82162366729519	2.7274222854872	2.89272992643024	2.81059096711744	2.55485283362248	2.74703881147933	2.80578180746342	2.63655231859029	2.76515998437497	2.15234380136335	2.03770100584937	2.7349158463575	2.86833842784649	2.75416430364911	2.58233859529978	2.60306983805749	2.49720999447339	2.46991914617982	2.75190312129232	2.70145882659803	2.84169191525649	2.53172584319209	2.57360277423208	2.15327007050773	2.44553109623824	2.75511128289054	2.10902592742915	2.43426874973215	2.41319513448888	2.71580831048207	2.60386202477288	2.88511075930488	2.91770926509895	2.8230688177079	2.64571635189984	2.81548338061766	2.67031492331954	2.86640774862307	2.6131677096036	2.63326100589453	2.7352170676514	2.83787845483309	2.75223774019068	2.44358308219938	2.35751011881511	2.82808509108043	2.42123995987931	2.5152897624198	2.55434852404187	2.56039144861259	2.65272524063063	2.86653114651533	2.87193249345331	2.86252730607316	2.63688884484925	2.87019927460638	2.5616256318424	2.5569298445561	3.02711490304068	2.8448889033671
"ENSG00000184260.5"	2.96085527508545	2.72535926658424	2.78210948709963	2.85490845124459	2.72472591445905	2.9285946120633	2.79425776169893	2.87133694791413	2.69719276582953	2.34290979627024	2.21085016136994	2.97593398888624	2.53691625602028	2.87627012846375	2.61245513674041	2.71179465289158	2.70051335016175	2.57228424127935	2.68734550678381	2.977651220333	2.84360353880128	3.04890425116496	2.54971415673604	2.37496863017003	2.63614936738422	2.89802098131571	2.79169014535444	2.43645632454758	2.59094994887775	2.75673546137723	2.84830913934784	2.84986171718404	3.40227724698365	2.96016113917065	2.87847897836329	3.119965113564	2.91749601959376	3.17638434996315	2.78861104440737	2.76445516254743	2.97695280076042	3.10660774595874	2.98598328873513	2.47810283092092	2.42802590306007	2.80966702223141	2.45954445199221	2.62302846495451	2.40499320917189	2.89064557659889	2.76881835478053	2.96401757356318	2.94327694295287	3.33042830776832	2.83786058591185	2.84427587819696	2.92848776189053	2.58529397838807	3.10442627858439	2.97281612245007
"ENSG00000197903.7"	2.9672320824375	2.61633580180496	3.2333443055175	2.92613734044904	2.80076309599409	2.99250737393231	2.83529375788102	2.82335044417847	3.04441237282923	2.45158622423638	2.35023787908458	2.82577884360542	3.02083247756535	2.90700398426279	2.60692969013539	2.59508930287604	2.53692463055106	2.70373135143943	2.82387472587937	1.35547965073564	2.80554532452319	2.72477223019959	2.69603902383721	2.46536341356178	2.55668813674464	2.93752107936857	2.31855580767185	2.56191110701492	2.62532737927179	2.86318879019096	2.76175818220509	3.0106492109197	2.82633022403578	2.88816494422129	2.79042589361733	2.88926144688812	2.85361865967754	2.9916090246469	2.73234299131232	2.81735913441573	2.83334905757835	2.95095602634243	2.77438973482132	2.54639293402133	2.56933262122686	2.67190130910037	2.50403407890434	2.13131998178874	2.70281809311232	2.7525237570441	2.8199081296982	2.98799016769384	3.11330866650548	2.9575281291677	2.80072702552481	3.00705560319715	2.61931737074989	2.73473063506086	2.76863076811185	2.93618727575315
"ENSG00000117450.13"	3.60141155585655	2.97939125762564	2.66327649357961	2.59377363969159	2.69866922646874	2.72326247125436	2.17400053702902	2.70108566920336	2.74431569261736	2.60818297834985	2.66627156843534	3.14405630434566	2.04523954231071	2.46516353939935	2.75368807378499	2.26695097301749	2.27930323860982	2.73971584422846	2.56782113887336	2.43329624047423	2.8368634606291	2.90419159799092	2.64306298845371	2.70461688897191	2.8417331170329	2.7708955826828	2.24003672744418	2.74841883800328	2.57547790151785	2.74003182946615	2.70407788404988	2.79531189224599	2.6037060447681	3.40340677713347	2.997675045142	2.73786797339896	2.7255161444104	2.88462383964482	2.38875978854123	2.41770782870052	2.70789471562236	2.6984008350606	2.62681602055576	3.06253142011218	2.54026652868062	2.5687941345239	2.94493784508403	2.74078348091592	2.69750912814182	3.09958911603343	2.79437532001898	2.9506010714547	3.11787442542517	2.96995778638875	2.87009911895161	2.84330047657775	2.53377031977402	2.69409946452059	2.61814538774844	3.21905743137213
"ENSG00000170315.13"	2.73557828246889	2.49690365566269	2.99858837166905	2.95258347450487	2.65021234003649	2.97445792136443	2.71533439608793	2.97154355876517	2.85118190333179	2.82888207257444	2.77883164043454	2.72773488228193	2.75678489548465	2.58439868107628	2.56049773023101	2.97014226043444	2.76736840829747	2.70770351952223	2.670971194518	2.60789750932585	2.53676040514725	2.58694793941307	2.57521466768119	2.74337827724539	2.52999875590684	2.85222412810975	2.73550321829235	2.76569655635017	2.56045007164736	2.63930330272001	2.87889284380438	2.76466607280293	2.74911231878566	2.63029093798531	2.68249533021091	2.69225032938757	2.64645293041763	2.72569918926982	2.40699087444598	2.76386803841288	2.7855394382736	2.63512760249124	2.78010770782843	2.64658459066758	2.8552865877331	2.78829217121509	2.6990530869841	2.96780141626935	2.54741387897317	2.75660277422747	2.93283037848777	2.9321421619694	2.94803089703192	2.65464381481655	2.53333620375076	2.67142234644156	3.03778697671768	2.81674323771239	2.88092934694163	2.88293442785291
"ENSG00000260342.2"	2.93184901627431	2.72803131829393	2.82011059901804	3.01921981641541	2.79963471651258	2.64038296673193	2.94795572345031	2.72465846687178	2.55526760834861	2.66265922815396	2.64303888042029	2.8689496390798	2.64891651993119	2.54106917446736	2.81259762416148	2.56198440570865	2.81153866316924	2.98040168819654	2.81006275640637	2.53941769767034	2.79984347854482	2.57123077378955	2.82319346481083	2.59258595936162	2.78301252875831	2.58274936458971	2.78377664748529	2.89753154110217	2.84285010038855	2.8076201653982	2.92471689841514	2.95778513752992	2.94518181068468	2.89684408579364	2.75081210395543	2.75277805517107	3.03206998855919	2.67810529441868	2.52620926074113	2.74147040581056	2.87810840484252	2.82444521394076	2.76111027816944	2.42799983453158	2.81741952402364	2.76042548448889	2.81666332763174	2.96553304645825	2.94359499200904	2.88222491175033	2.92205402845888	2.90513967439276	2.83847925961005	2.90465235401056	2.76930986807786	2.95155685781827	2.85744718401871	2.81839990397817	2.84399234742145	2.87240549030277
"ENSG00000067225.17"	2.82046588735334	2.08605199451472	2.83969656414868	2.89275579693859	2.11940041015844	2.59757419780722	2.6572798849443	2.52291120538112	2.86224778965784	2.7504875858972	2.732865901888	2.53218160416856	2.76530606382934	2.47393852422247	2.78294471412615	2.84804749553473	2.89031478074682	2.76161176784712	2.70852019649655	2.54733151822438	2.7166993699507	2.55800084932781	2.57537779391102	2.84918303017374	2.76272256169835	2.59820729541867	2.90114678342318	2.82574535780811	2.54201080826911	2.73126565682525	2.72330448946088	2.77842096704848	2.84369483921202	2.87982719300876	2.90347684864826	2.69895072810082	2.56365832214974	2.59162355097337	2.74765933911797	2.8298548489983	2.85598854804581	2.89412775362651	2.95410977917199	2.67055986568416	2.71054235633367	2.81459797210375	2.75581884363753	2.70508991452771	3.06474674186018	2.71202519254677	2.90021481690351	2.93125462538453	2.86568313803318	2.86942592024361	2.83987142448505	2.84431430324027	2.93587475554584	2.75249292314814	2.82361324597269	2.70513568251523
"ENSG00000231991.4"	2.47225126160031	2.57166409985565	2.47865013689046	2.83423802450046	2.31009863295104	2.50698370303969	2.98789675368236	2.79791211794979	2.78905070140026	2.99578714532431	2.94543166469124	2.80834481814467	2.85174559007222	2.49607202304926	3.1814675292583	2.83758409368918	2.91657829363841	2.82192925488705	2.91042761177857	2.67404777078252	3.07007556490497	2.79140713638641	2.48886087910052	2.87011760812322	2.5710338807586	2.59313408212939	2.46795037770887	2.61326664489071	2.91651114941261	2.83744943110066	2.86486201474036	2.30396239602897	2.85641524637199	2.99594994360063	2.7947740767696	2.61357427655933	2.74595720496471	2.78771335714601	2.94617300744367	2.81243600349248	3.06058171880361	2.85778330935621	2.81412688660973	2.87988490438983	2.69908099949847	2.74994716352953	2.84450644464543	2.7297971493382	2.73132641096829	2.65350618410669	2.77897741922292	3.10462069763328	2.95551440065139	2.75805391875183	2.73236448326414	2.99197423815984	3.08129903502655	2.719732839757	3.09074828243043	2.69424293164336
"ENSG00000234851.4"	2.87810182300962	2.54338585487699	2.67400882097816	2.71063251161578	2.70654269033798	2.60241011310431	2.6495198275293	2.72788694493424	2.73498591805195	2.52584411319702	2.54615420571399	2.68492328356671	2.40496515098996	2.52719901533247	2.44606222877348	2.60083552956569	2.39271482063955	2.5769512317472	2.71848626765646	2.58134329232334	2.36351552033877	2.56077590808902	2.67328205733754	2.72612840077121	2.72188137094898	2.69041394387237	2.65010820302397	2.81658232700882	2.95294773525103	2.64505598289407	2.76665954407498	2.79703152398813	2.89701558154936	2.78512809985066	2.86646388257387	2.83851766046755	2.6596166149602	2.85261643229771	2.80779125387406	3.08930914500652	2.82017290347421	2.67074537929064	2.88996007026277	2.66891069305249	2.70079883896431	2.74672189008352	2.87910041435211	2.8124849896102	2.66167047148288	2.7522959404201	2.63268564316578	2.83369863118746	2.64951562605963	2.77816196567913	2.98629620738485	2.68568294251395	2.81985411438235	2.49452146816402	2.86969978257087	2.83178041978577
"ENSG00000142534.6"	2.71186315386887	2.74817511622526	2.86834003935244	2.9644459096708	2.77309025362656	2.62362778716457	2.72695707671488	2.64894426464205	2.51643660234974	2.72908790529132	2.72021408194411	2.80789445953005	2.52808046032581	2.47661386622208	2.63383205752622	2.54094651399996	2.42873876058179	2.73914401206774	2.75725419393434	2.80063551877971	2.72705419567615	2.84448643641077	2.83770439166424	2.75029591520993	2.83119068817989	2.79210782907132	2.84217854936747	2.77532645511329	2.96810301605216	2.72457709077212	2.67051243096169	3.0084493641592	2.71653977465398	2.68052192826572	2.88324833354532	2.84575194905724	2.61919836535947	2.93832888366737	2.63539590067432	2.51630973989664	2.79800303187812	2.63172689275196	2.7059975946357	2.84094186060892	2.53709205883657	2.4170119704753	2.75040782452292	2.49228296271992	2.85315353783517	2.90126400855753	2.54048279377409	2.86555977080104	2.73259620660687	2.60514466914259	2.86946554655298	2.51641417709482	2.50005830992291	2.57632127609703	2.81653946583724	2.73704836939224
"ENSG00000231500.6"	2.57157335497426	2.73727736214796	2.81081934771743	2.79277151252507	2.79033822970569	2.71067068467566	2.74211358927163	2.82655025006101	2.67287035759444	2.72187111357269	2.72525343585084	2.80622805108077	2.52729269925759	2.5488584400943	2.68888957253334	2.5900176440677	2.67314767256318	2.56052340075977	2.50564237449474	2.62942142487177	2.63133153980712	2.48919263711112	2.80800927042714	2.83691161993282	2.6624983889867	2.57876771553055	2.80535879940239	2.75959170979567	2.94238640090068	2.72135556288124	2.80771595745878	2.80887976682628	2.74459397601406	2.53529563864733	2.66773734782215	2.69176710978794	2.5490902357135	2.53308100790909	2.64924076401959	2.77422950088067	2.56560685500485	2.87932709967103	2.63627481455534	2.40526227711692	2.81044726800229	2.65445999478268	2.84617531810649	2.81550381586129	2.5622848824147	2.60908545828512	2.51650396668752	2.49876737648753	2.61527149772491	2.635950180306	2.78245840481802	2.64223218424981	2.44604490511768	2.73764806222428	2.90320643264187	2.73064327163132
"ENSG00000242299.1"	2.5716279937296	2.78346609874454	2.860096314291	2.83828714651398	2.90127521300678	2.75750586359806	2.77154442116841	2.87183950463071	2.73294700234408	2.77278025277615	2.75097943914224	2.86207894751698	2.63181480625186	2.58847957880555	2.78768095158584	2.64655197325339	2.7446329800479	2.64349076107237	2.59056607744162	2.68396518770082	2.68022936820258	2.52804481810957	2.87135327561436	2.92338926944563	2.744732827229	2.66857763023529	2.89929879175603	2.80588049988322	2.991402240553	2.77954798688803	2.84900107186873	2.84150404933836	2.78055160162531	2.54297274862659	2.7251963316218	2.72668710150823	2.63656310546739	2.57950894165827	2.6758885371195	2.83190592099899	2.61152805518135	2.90763279070854	2.68568279895956	2.46050901942326	2.91100118639984	2.7109058558668	2.87901089298379	2.92009317483777	2.62017221871035	2.65789196298868	2.57222901035868	2.56649488668194	2.66145278165028	2.69454230575715	2.82636323407537	2.70984831866883	2.47742959427826	2.78445656348101	2.97179153665089	2.76312451126711
"ENSG00000244313.3"	2.77150595665271	2.82230489927637	2.83216414760974	2.74371459740781	2.71562348988159	2.84086219317285	2.76486028686954	2.85307885529484	2.66195521925009	2.63839847155171	2.63608859715008	2.80420430634276	2.52911824522682	2.56721517569738	2.78529672014716	2.49297457711699	2.49086428106836	2.4563391512085	2.60515490431919	2.70201884404185	2.59223493313347	2.48008276591417	2.6465382038515	2.72508607872557	2.59786735993029	2.58731310342621	2.74131460223188	2.49922218571892	2.88119133683215	2.75575615802413	2.82622358351769	2.90746520687846	2.7319532021678	2.56109844337418	2.64193180292382	2.70020504143513	2.62807952506258	2.6170933676072	2.73581229824661	2.68738546886602	2.56028989065835	2.91196815242558	2.77746128269307	2.58669739106379	2.83293707742648	2.66070983209951	2.78518015255173	2.80989132204847	2.49111699876451	2.69271312283064	2.6499708130457	2.57220288796943	2.70881555816459	2.62922360093521	2.76020497779548	2.62655005902438	2.50852421024648	2.7405771511159	2.91112323166748	2.72198625570378
"ENSG00000108298.10"	2.90749594206463	2.96577586598842	2.77049920567144	2.79370168283732	2.97813363079716	2.850475332524	2.76018416190825	2.99456308531074	3.03681153663136	2.69532564464459	2.71204562690209	2.79531050221361	2.56680228614988	2.67135321312549	3.31683218207876	2.75756539960361	2.62912487865276	2.7072366177845	2.76080699954692	2.64149791202173	2.71018776365875	2.65239250185965	2.73540367554057	2.92403230670383	2.73579464611462	2.86791136479555	2.77230998011315	3.11133476687266	3.03691560633844	2.81962212840336	3.08223494323936	2.92393188999668	2.56164099572512	2.795935988929	3.00912471676384	2.71265580513548	2.65910183805861	2.77346948740788	2.80329831775052	2.69552483479326	2.85834671702557	2.81944744036764	2.90356043321739	2.73110998787067	2.851814152218	2.74380727782624	2.96887441775707	2.78018351189127	2.77685279599466	2.7926749709662	2.68401330453468	2.9238893447043	2.75669989469067	2.83228227034771	2.87272749744508	2.77732222390168	2.73047978018474	2.60466712947719	2.83993837726627	3.03047558033319
"ENSG00000277967.1"	2.66477882693358	2.60869024421224	2.89916765900061	2.94650783374561	3.03344728407177	2.65807206882918	3.16499450781763	2.51385061406012	2.72360060772196	2.60905325891859	2.53199717692003	2.7244103078548	2.63749546848163	2.82437488171332	2.54613696015742	2.59654636011179	2.32290807960172	2.78836636661381	2.90339035672852	2.66273402549171	2.47275320138531	2.75563827425901	2.89379677167381	2.93722488695356	2.65176227098389	2.81310315811613	2.56490419045205	2.71838260293675	3.23814114480403	2.92936390356027	2.99614119638409	2.96524651368551	2.56873852408722	2.83397418829486	2.86959614033742	2.67387707513392	2.87208990032238	2.80854445885172	2.95093586479672	2.88368525614666	2.67670256174966	2.6812453300912	2.50140470296741	2.79256113956421	2.88513345932388	2.62125124740991	2.81367538945319	2.84442008080155	2.40125855428025	2.64886387419157	2.65981968593594	2.79134518322103	2.75901514505617	2.75459644953833	2.75294695145073	2.7420984105822	2.98266539180361	2.60169198316396	3.00490622060159	3.09933741051101
"ENSG00000274760.1"	2.69582598849608	2.65376420096346	2.91743676280342	2.94424919605166	3.05894336168349	2.68733915184805	3.16607302658066	2.53634660124369	2.73117076540981	2.63737421500617	2.56970171982146	2.74120920590623	2.65990353429024	2.84936519881144	2.61061372851854	2.60409397555235	2.35399837493969	2.81163186785309	2.90540636331545	2.65804986353304	2.49777058723437	2.7508326093846	2.90236535248559	2.98476009860228	2.66178528678739	2.9113761470421	2.58364598749359	2.69783707733583	3.26106227886143	2.95441740855322	2.97963263017922	2.95265069375446	2.58579571420764	2.83231704124394	2.85375234216312	2.68295224951447	2.90186135884822	2.80831891342424	2.91586895536648	2.90135685948309	2.71690277935081	2.6429778520604	2.51275393306749	2.80606575844462	2.92414047224873	2.60036728668879	2.80867108776257	2.8902070902953	2.45934904925413	2.65189995700847	2.6750674079211	2.78650843333629	2.75354274049818	2.76499019217308	2.74403176494699	2.72825857757123	2.99393332977718	2.6135618176557	2.99282851777162	3.11694364307297
"ENSG00000122406.13"	2.75354439375714	2.93198483400436	2.90745380820379	3.02664709426516	2.67334599675086	2.75966748751922	2.79342577444515	2.77745203273021	2.5170514991192	2.69340527551928	2.71973487713622	2.67501360331313	2.23656342773559	2.4114130691085	2.59309380478636	2.61038767873541	2.49376008193827	2.51011781432781	2.74983035029074	2.47533471119568	2.69718657257231	2.56495336574375	2.59945416464438	2.64145997533095	2.73234887377347	2.9614941707517	2.46381875509042	2.60267087218301	2.86479272923333	2.8118755932815	3.15046823976957	3.12446316150952	2.76693849369925	2.77852734029378	2.80347051800091	2.90048473504404	2.52392499047274	2.48225640581115	2.72455297324933	2.63930677755474	2.81012151354263	2.68080010901381	2.86649165814423	2.71832688091963	2.6206781554101	3.0290347417327	2.7765891372974	2.74169792135547	2.63063517481999	2.80771308075996	2.48287595825831	2.62257154858891	2.81656488996138	2.84343668623107	2.84318923482826	2.64258208267808	2.50282275813233	2.93732083350885	2.86769973253751	2.81197431010756
"ENSG00000142937.11"	3.35032889046173	2.88089208664076	2.79197106029072	2.82678042301531	2.88409530243853	2.7718607419018	2.84556849568321	2.79218381827817	2.66278449358504	2.79445703675756	2.79478241055306	2.71132684452233	2.28830601755369	2.55439150271032	2.62953316514224	2.55097031188349	2.55777889410989	2.60885168994154	2.85464978917301	2.51083212166334	2.67884550604949	2.69643941052765	2.83958089112636	2.82313860424504	2.82696676602998	2.67049984441497	2.61564588536933	2.78817276883396	2.98721419865863	2.85113791785196	3.13384359637985	2.95769184376333	2.78689207353524	2.83452194546157	2.88482359022842	2.95479467770806	2.7371503772247	2.92479935040158	2.75191733626225	2.80669008835584	2.80833009515345	2.87570789918316	2.77495717504614	2.74617257603835	2.70677362753239	2.7864536851963	3.12937324528105	2.81213545663433	2.67613885767307	2.84493217522938	2.776854824933	2.71038837757903	2.82683561296064	2.72991098871628	2.8767849568807	2.65910668027827	2.5753693867405	2.76517377284819	2.84535502177495	2.90784272031712
"ENSG00000136942.14"	2.78640132903083	2.76027449775151	3.03273330380453	2.96660649445766	2.62914527028995	2.75387143683365	2.8893103907852	2.77755758490973	2.43434744013806	2.68711910648454	2.67045890280524	2.83321095896997	2.65320824136772	2.57898635062865	2.46062996090076	2.51178785897214	2.63864511630055	2.74861816730668	3.09386833131534	2.75563513219738	2.81546584345945	2.78354482445866	2.60013108631641	2.62132477028795	2.66872869351864	2.66517142140756	2.63115864113267	2.5352415179875	3.0125136879505	2.86766987681222	3.15721128540642	2.9742116081926	3.00094002043292	2.7049209136517	2.80449117483841	2.80117843069594	2.74165228735287	2.76590398468421	2.79015442028634	2.74019057389085	2.83901492555762	2.80663882649847	3.02604256393673	3.27718385952526	2.86344882296838	2.71464042360777	2.91305021719862	2.85516527051981	2.39835397088655	2.85675596760103	2.79802124954232	2.86996391498622	3.034097685348	2.83126449953551	2.82514263499135	2.89155680778095	2.74973733480191	2.66078386152738	2.83572338040822	3.01290851465251
"ENSG00000137154.12"	3.09181607169397	2.86147390777675	3.01035683595997	3.03556074205044	2.80529952686297	2.48340117982188	3.1139707240874	2.64759954005214	2.50472131160522	2.93980639487712	2.88929260561458	2.48130803514841	2.45842610270864	2.62286679600121	2.60254019184677	2.36584277673966	2.8281701461114	2.70312330978747	2.79343008954721	2.653291449752	2.50606848069405	2.34289704270748	2.48879602773405	3.05412827664221	2.91233973039446	2.75839592379871	2.68667429168393	2.85411350828588	2.95766614402175	3.02305798999971	3.19717523735983	2.91148495774309	2.74644738024404	2.75246549170307	2.92064625487707	2.89999652682378	2.4909091929779	2.62837792908874	2.66810801694121	2.55954725090387	2.82385331003397	2.99427976770628	2.89851996114798	2.84313654767256	2.58210008420711	2.59774474880841	2.76209645324692	2.93580119605335	2.49429915901945	2.51917390587423	2.69443789498711	2.96040909983826	2.97613168070736	2.56393655395465	2.87854999692271	2.63427018169095	2.61635542389568	2.74730810191171	2.94221011437172	2.9860036595611
"ENSG00000167658.15"	3.1766814659032	2.95121697762817	3.15764790138571	2.94678092590484	3.02935062630244	3.04654071611025	2.95238024475802	2.88033565248598	2.64629753761509	2.92213659292101	2.95330714435744	2.43115336598654	2.52674994529879	2.62925127257107	2.53363837916905	2.6402164720542	2.82961679260638	2.41858399764512	2.91435844079219	2.7020003182764	2.37642471074493	2.66973929687803	2.80797628911723	3.07083413256863	2.6623068191616	2.79365179539553	3.01929774371041	2.99599348737391	3.07638498162407	2.91425963160829	2.86661942516063	2.78330074905594	2.78658767018007	2.66907239968956	2.93811361805703	2.80682234058008	2.75003967938968	2.71093048845258	2.81539497916718	2.73564967480643	2.73345213902934	2.77401740037891	2.80834242372332	2.85221917996599	3.16305305447839	2.88496280655501	2.89531811869741	2.7851136435257	2.51613696584123	2.72458612692482	2.69793550700728	2.67395494366898	2.91402744251195	2.71960605867828	2.92748925221094	2.94420563481713	2.60823387168599	2.6954759899413	2.4656923153669	3.02508911774305
"ENSG00000227097.5"	3.07892064833901	2.85585260080662	2.96387249284841	3.08454211904924	3.10112226165803	2.88048421843515	2.81187301897238	2.75397116396114	2.81089847722824	2.75652717110141	2.85305463979589	2.53917854711026	2.52718624168843	2.72550834687643	2.35071151019701	2.56766315563573	2.62616806014412	2.58027529886591	3.1011893410046	2.57941306518911	2.79818869706616	2.59208451988568	2.47660351174423	3.01008919544537	2.43980012872383	2.74176043732638	3.06228519454897	2.97755826932361	3.04535164844034	2.84845254045799	3.23461158696746	3.08496839476422	2.71632966432975	2.91474498635091	2.94773521199981	2.68161233403523	2.85067033704654	2.87942755851884	2.87148547549538	2.77605945505134	2.54072226180899	2.56577463887199	2.80675599709642	2.73795712867458	3.3182881419373	2.61794636902993	2.92269773631697	2.80112705733979	2.63690765499073	2.57444989835989	2.75194388920748	2.76842946500904	2.90891710581378	2.7105176655497	3.02229428031449	2.77394143638742	2.78774369988952	2.51386054503571	2.76903896708909	2.77248398671732
"ENSG00000123416.15"	2.75188861644728	2.40796144732557	2.59908031716466	2.65277086903791	2.77825031757174	2.78444752606072	2.7624025532736	2.50452843337091	2.70306180225637	2.62726600282034	2.58773438095804	2.68735945450981	2.36811678910781	2.57736938822292	2.36626351545033	2.44744728314525	2.46118168857772	2.53512978939442	2.84221933155502	2.72520863090763	2.60323243685686	2.68147489140406	2.39420457787858	2.53194757089844	2.34897015707028	2.62797463373926	2.27099492501073	2.01861340523734	2.29708807324584	2.67333994634648	2.71433502339853	2.68438815330287	2.73753052646379	2.59256620011128	2.39235778795901	2.69700278501206	2.53207546816482	2.66511713492289	2.74110469689001	2.57505368791679	2.8323121879947	2.76848693757941	2.69460687716378	2.57923620413667	2.54541322337056	2.58918815008758	2.58540427568782	2.72881078725561	2.27084479997547	2.68400958492911	2.54530098149836	2.78974367625341	2.83828332441456	2.55901229323541	2.44132974792474	2.55947594309477	2.67568289136569	2.80649504793326	2.80211044138448	2.78411374815653
"ENSG00000111669.14"	2.69849671046646	2.37065433535973	2.80404008800063	2.76598657333324	2.79954176104251	3.03444317070222	2.75200327798168	2.85723322052665	2.70985090700709	2.5685759499599	2.47062242157601	2.32159300598172	2.26351197495375	2.35374393986334	2.4785039415885	2.53042940056601	2.54496635442652	2.64284731708361	2.81177539875472	2.36243233977741	2.46048276564273	2.73048784522643	2.36561584276136	2.72169481210698	2.62801849088942	2.59560641458987	2.77382309436717	2.4110185960016	2.40666455907625	2.46840451907013	2.9643533967486	2.72166450253521	2.67550148655772	2.63142306667075	2.58448125148163	2.53953030805616	2.48278050227114	2.42256249219454	2.56918960549657	2.66557475075602	2.86311194894301	2.60522184994015	2.86416977091062	2.33012005056292	2.3931057729333	2.48805280397778	2.71308620123779	2.3897126984874	2.46977852017453	2.76342233390288	2.58614237245211	2.74110108504727	2.74005355869169	2.50681101828889	2.45971276219055	2.58215608410213	2.87252924936623	2.31499503303257	2.71813907702079	2.58710904720229
"ENSG00000187514.16"	2.79128809715511	2.69119238486755	2.2715035283622	2.67832782026998	2.6050946796765	2.66015369871777	2.47282928363363	2.52054865608187	2.45583784737822	2.39052377767793	2.26956382311833	2.59774700951085	2.39656329253624	2.64264756258138	2.67245571415759	2.46589515865825	2.64710448701465	2.50971077615012	2.88869733025341	2.54470650801735	2.66944600553726	2.59124763725469	2.57094952757885	2.54665500199198	2.40379968969785	2.45327525607465	2.29256394689335	2.51056069889882	2.60841890436769	2.64714954847917	2.81865437852235	2.72388626642894	2.78771121189465	2.76779583198549	2.79180265021344	2.59054372247179	2.52502476253782	2.53702616704203	2.60206228999815	2.71840078096481	2.63967917435199	2.89694577690161	2.88139445901478	2.56243368383092	2.57108566910982	2.73642930614165	2.56791129793474	2.7290889005243	2.78454516052018	2.68164517145712	2.64642149348813	2.57903789789756	2.71897415000878	2.7901696966452	2.70378625525342	2.68259943743036	2.40959978223113	2.6875913049693	2.70747317952748	2.79960569416376
"ENSG00000284378.1"	2.93774267367783	2.35215010963847	2.42433958366224	2.75097405487362	2.4919723378702	2.72507251752551	2.80588305953362	2.70473920350018	2.52482491012527	2.72282537658429	2.56786753875518	2.66547125831101	2.4919542398907	2.75655153022709	2.80741046109102	2.54496186805252	2.717141897423	2.54105291872801	2.56358708897359	2.31513593334677	2.71350270391147	2.49324168515187	2.65823810336194	2.48345800321059	2.47145389224323	2.52750717833325	2.39233014118001	2.55251237325256	2.50542784607984	2.81165792432118	2.87167670156994	2.84219748567923	2.89815333453351	2.37813726784967	2.8341355829465	2.6010882467334	2.61266377528254	2.51635496642666	2.68216386745049	2.76467658842772	2.78925563410614	2.94442414117041	2.81631310919804	2.55144982035805	2.65808529691999	2.39731493066008	2.5239628069171	2.64364458461572	2.70599744655146	2.68205354139786	2.68382546334116	2.64522355329642	2.71975240869985	2.88513955793208	2.74986405517231	2.46693320519932	2.44949134943366	2.36833306210029	2.74697997363823	2.94847014042439
